_,Id,CaseNumber,Ambito__c,Categoria__c,Dettaglio_richiesta__c,Misura__c,Subject,Description,Risoluzione__c,Commenti_Ente__c,Ulteriori_informazioni_a_supporto__c,url
[Case],5007Q00000Ti4v9QAB,01140050,Amministrazione,Altro - Servizi Aggiunti,Erogazione delle risorse,,Richiesta anticpazione fondi,Si chiede di sapere quale è la modalità per richiedere l'anticipazione del contributo assegnato,,,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000Ti4v9QAB/view
[Case],5007Q00000Ti5O6QAJ,01140052,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Anagrafica dati,Nessuno,"Variazione utenza ""incaricato""","[FAKE_INDIRIZZO], dal 19 luglio non sono più dipendente del [FAKE_INDIRIZZO] di [FAKE_INDIRIZZO] pertanto occorre sostituire il mio nominativo con il nuovo referente che l'arch [FAKE_PERSON] (Responsabile del Procedimento) andrà ad individuare. Potete indicare la procedura corretta e mandarla anche per conoscenza al RUP alla mail [FAKE_EMAIL]? [FAKE_INDIRIZZO]","<p>Gentile [FAKE_PERSON], grazie per averci contattato.</p><p>Ti ricordiamo che oltre al ruolo di rappresentante legale, ogni amministrazione può avere un massimo di 3 utenti. I ruoli possono essere così suddivisi: 1 incaricato e 2 editori, oppure 3 editori.</p><p>L&#39;utente che agisce per conto del Rappresentante Legale (nel caso del vostro Ente si tratta di [FAKE_PERSON]), dopo aver selezionato la [FAKE_INDIRIZZO] per la quale intende operare, accede, attraverso il menù a tendina che si apre facendo click sul suo nome, alla sezione &quot;Gli utenti della tua PA&quot;. In questa sezione visualizza la lista degli utenti collegati alla propria amministrazione e facendo click sull&#39;icona &quot;Revoca&quot; può revocare l&#39;utenza. Dopodichè il [FAKE_PERSON] potrà invitare un nuovo incaricato e/o nuovi editori, sempre dalla sezione &quot;Gli utenti della mia PA&quot; seguendo la procedura di inserimento indicata dalla piattaforma.</p><p>In seguito, ciascun utente invitato procede ad accettare, attraverso la email di invito che riceverà al termine della procedura di invito completata in piattaforma dal Rappresentante Legale. Cliccando sul tasto &quot;Conferma invito&quot;, l&#39;utente invitato sarà rimandato alla [FAKE_INDIRIZZO] del sito e dovrà accedere con il proprio SPID per registrare definitivamente la sua utenza in piattaforma.</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000Ti5O6QAJ/view
[Case],5007Q00000Ti6CrQAJ,01140073,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Contrattualizzazione fornitori,,Territorio - Comune di [FAKE_INDIRIZZO] con convenzione ante 2020 e mail di attivazione servizi,"A FRONTE DI UNA CONVENZIONE, CON TACITO RINNOVO ANNUALE E RELATIVO PAGAMENTO DEL [FAKE_INDIRIZZO], CON CITTA' METROPOLITANA DATATA 2017, IL COMUNE HA [FAKE_INDIRIZZO] DATATE 2021 I SERVIZI INSERITI IN [FAKE_INDIRIZZO] NEL RISPETTO DELLE TEMPISTICHE [FAKE_PERSON]. IL [FAKE_INDIRIZZO] AVERE CONFERMA DI POTER CARICARE in piattaforma come documentazione contrattuale, una determinazione dirigenziale che ricostruisca gli ordini effettuati dal [FAKE_INDIRIZZO] via mail SECONDO QUANTO INDICATO NELLA FAQ RELATIVA ALL'ATTO RICOGNITIVO, CHE PERO' FA RIFERIMENTO SOLO AD INTERVENTI IN ECONOMIA. Il documento redatto da [FAKE_PERSON] a uso interno indica valida la faq anche in casi di fornitori esterni. Grazie [FAKE_PERSON]",,,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000Ti6CrQAJ/view
[Case],5007Q00000Ti6KCQAZ,01140074,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Registrazione utenze,,Sostituzione utente Legale Rappresentante,"[FAKE_INDIRIZZO] , sono [FAKE_PERSON] e attualmente risulto come legale rappresentente dell'IRCCS [FAKE_PERSON]. Ho dato le dimissioni dal mio attuale incarico e quindi vorrei che la mia utenza fosse eliminata/scollegata dall'amministrazione indicata. Posso sapere come devo fare? cordiali saluti",,,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000Ti6KCQAZ/view
[Case],5007Q00000Ti6piQAB,01140075,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Contrattualizzazione fornitori,,[FAKE_PERSON] diretto facilitatore digitale,"[FAKE_INDIRIZZO], sono [FAKE_PERSON] e in qualità di operatore che ha concluso il servizio civile digitale, chiedo gentilmente se è possibile l'incarico diretto, per coloro come me che hanno terminato il servizio civile digitale, con formazione attestante le competenze del DigiComp 2.1, da parte degli enti Sub-Attuatori che partecipano al bando per l'istituzione dei punti/centri di facilitazione digitale. In attesa di un [FAKE_INDIRIZZO] gentile riscontro. [FAKE_PERSON]",,,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000Ti6piQAB/view
[Case],5007Q00000Ti73fQAB,01140076,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Candidatura,1.4.4 Adozione identità digitale,VERIFICA STATO ATTIVAZIONE SPID,IL COMIUNE DI [FAKE_INDIRIZZO] HA PARTECIPATO AL PROGETTO DIGIPALM DOVE HA ATTIVASTO LO SPID. NELLA DOMANDA DI FINANZIAMENTO INFATTI ABBIAMO SELEZIONATO SOLO INTEGRAZIONE CIE. ORA AL MOMENTO DEL CARICAMENTO DEI CONTRATTI VEDIAMO CHE L'OPZIONE INTEGRAZIONE SPID RISULTA DA AVVIARE. CHIEDIAMO VERIFICA.,"<p>[FAKE_PERSON], grazie per averci contattato.</p><p>Ti informiamo che da verifiche effettuate, risulta che in fase di candidatura, l&#39;attività SPID è stata selezionata come &quot;Attività avviata dopo il 1° febbraio 2020 con risorse proprie&quot;.</p><p>Ti ricordiamo che non è possibile accedere al finanziamento previsto dall&#39;Avviso 1.4.4 in caso di attività avviate con altri finanziamenti pubblici, nazionali, regionali o europei.</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000Ti73fQAB/view
[Case],5007Q00000Ti8H6QAJ,01140099,Implementazione e sviluppo progetto,Altro - Servizi Aggiunti,Implementazione del progetto e dei servizi,,Chiarimento su Misura 1.4.1 - Cittadino Attivo,"[FAKE_INDIRIZZO], volevamo un chiarimento in merito al rispetto del requisito [FAKE_INDIRIZZO]. I [FAKE_INDIRIZZO] oggetto della misuradevono essere erogati tutti dallo stesso sottodominio o sono consentiti sottodomini diversi pur nel rispetto della [FAKE_INDIRIZZO] (es. servizi.comune.roma.it e servizi2.comune.roma.it) Grazie per l'attenzione. Buona giornata",,,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000Ti8H6QAJ/view
[Case],5007Q00000Ti9QRQAZ,01140122,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Controlli,1.4.3 Adozione PagoPA e AppIO,"ERROREA AZIONE DI ""COMPLETA PROGETTO""","[FAKE_PERSON], volevo verificare lo stato della attività nel Bando PagoPA e invece o cliccato su completa progetto. Allo scorso 25 luglio risultava che tutte le attività inserite nel bando erano terminate e fatto anche i test di pagamento ma, dopo avere effettuato l'inserimento nello stato attività che queste erano state tutte effettuate, una di queste attività era ancora in attesa di riscontro da parte della piattaforma. Volevo pertanto ora verificare se anche per questa attività era stato effettuato il riscontro da parte Vostra e ho invece per errore cliccato su ""completa progetto"" e confermato pensando di entrare così nelle varie attività  e verificarne lo stato. Vi chiedo pertanto se è stato possibile completare il progetto in quanto tutte le attività inserite erano state  completate e verificate/riscontrate per cui il progetto poteva essere completato? Oppure se l'attività che non aveva avuto riscontro non lo avesse ancora ottenuto è compromesso l'ottenimento del pagamento del finanziamento o è possibile ""annullare"" l'azione di ""completa progetto""?","<p>[FAKE_PERSON], grazie per averci contattato.</p><p>Ti informiamo che il progetto per la misura 1.4,3 pagoPA risulta correttamente inviato e in fase &quot;In verifica&quot;. In caso di errori o problematiche, potrai effettuare le integrazione necessarie al termine delle verifiche da parte degli asseveratori.</p><p>Non è prevista una tempistica standard per il termine di tali [FAKE_INDIRIZZO]>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000Ti9QRQAZ/view
[Case],5007Q00000TiCORQA3,01140126,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Contrattualizzazione fornitori,1.4.3 Adozione PagoPA e AppIO,Candidatura nuovo bando pagopa,"[FAKE_INDIRIZZO], a seguito della scadenza dei termini di contrattualizzazione della Misura PagoPa, il progetto è stato posto nello stato Reject, come da vostra risposta al [FAKE_INDIRIZZO]. Tale stato non consente però la riproposizione di un nuovo progetto. Si chiede pertanto di chiudere il vecchio progetto, ora scaduto, al fine di consentire la riproposizione di uno nuovo, o, in alternativa, di riaprire il progetto scaduto. Grazie","<p>[FAKE_PERSON], grazie per averci contattato. Poichè già sono stati concessi 10 giorni di proroga d&#39;ufficio nei quali non è stata compiuta nessuna delle azioni richieste, ti invitiamo ad inviare una pec all&#39;indirizzo <span style=""color: rgb(29, 28, 29); font-size: 11.5pt;"">PEC all’indirizzo</span><span style=""color: [FAKE_INDIRIZZO], 28, 29); font-family: Arial, sans-serif; font-size: 11.5pt;""> </span><a href=""mailto:[FAKE_EMAIL]"" target=""_blank"" style=""font-family: Arial, sans-serif; font-size: 11.5pt;"">[FAKE_EMAIL]</a> reiterando la presente richiesta e indicando le motivazioni che hanno portato l&#39;ente a scadenza.</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000TiCORQA3/view
[Case],5007Q00000TiHjlQAF,01140129,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Malfunzionamento della Piattaforma,1.4.1 Esperienza dei servizi pubblici,Impossibilità di inserimento anagrafica soggetto realizzatore,"DIRIGENTE SCOLASTICO: [FAKE_PERSON], nata a [FAKE_INDIRIZZO] il 25/03/1961, [FAKE_PERSON], residente a [FAKE_INDIRIZZO] ([FAKE_INDIRIZZO]), [FAKE_INDIRIZZO], 119 - Non si riesce a inserire il Soggetto realizzatore: GALA SYSTEM SRLS – P.IVA [FAKE_PARTITA_IVA] - VIA CAIROLI N. 109/B - BARCELLONA P.G. –  ME – SICILIA –  né  ANAGRAFICA TITOLARI EFFETTIVI della Ditta GATTO MARIA, [FAKE_INDIRIZZO]: [FAKE_CODICE_FISCALE], da dove fare il relativo inserimento? Alla fine dopo aver inserito i dati, si apre il pulsante salva che non registra con il seguente report: ERRORE, impossibile procedere. Per favore, contattare con urgenza il DSGA sul tel. [FAKE_PHONE], oppure indicate il recapito telefonico di un operatore dell'assistenza. Scadenza prima proroga 02/08/2023. Grazie e buona giornata.","<p>[FAKE_PERSON], grazie per averci contattato. Da verifiche effettuate il soggetto realizzatore risulta inserito e sono assegnate le relative attività, la fase di contrattualizzazione risulta completata.</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000TiHjlQAF/view
[Case],5007Q00000TiHpaQAF,01140127,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Candidatura,,Avvisi protezione civile - app io asseverazione,"Il mio ente ha inserito nella misura relativa all'app io finanziata dal PNRR, GLI AVVISI di protezione civile. Abbiamo affidato già la misura, volevo sapere se questa attività fosse ancora finanziabile e quindi asseverabile.",,,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000TiHpaQAF/view
[Case],5007Q00000TiId2QAF,01140142,Implementazione e sviluppo progetto,Altro - Servizi Aggiunti,Implementazione del progetto e dei servizi,1.4.3 Adozione PagoPA e AppIO,Decreto n. 92/2023 - PNRR,"[FAKE_INDIRIZZO], la data di completamento attività in piattaforma (vedi allegato) mi risulta ancora da adeguare rispetto alla proroga disposta con il decreto in oggetto. Mi confermate ?","<p>[FAKE_PERSON], grazie per averci contattato.</p><p>Ti informiamo che la proroga di cui al decreto citato, si applica alla fase del cronoprogramma in cui si trova il progetto. Pertanto, nel caso specifico, è corretto che siano stati aggiunti 120 giorni alla data di scadenza della contrattualizzazione. </p><p>Ti ricordiamo altresì che la data di completamento attività si aggiornerà nel momento in cui sarà completata la contrattualizzazione, sommando 240 giorni alla data di contrattualizzazione che sarà inserita in piattaforma. </p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000TiId2QAF/view
[Case],5007Q00000TiIynQAF,01140133,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Controlli,1.4.1 Esperienza dei servizi pubblici,Asseverazione conclusa?,"[FAKE_INDIRIZZO], accedendo oggi a [FAKE_INDIRIZZO], rilevo che lo status del progetto 1.4.1 per IIS Galilei risulta cambiato, ora è ""completato"".","<p>[FAKE_PERSON], grazie per averci contattato.</p><p>Ti confermiamo che i controlli di conformità tecnica sul progetto 1.4.1 - Esperienza del Cittadino - Scuole - Aprile 2022 relativo all&#39;ente ISTRUZIONE SECONDARIA SUPERIORE - I.S.I.S. &#39;GALILEO GALILEI&#39; hanno avuto esito positivo, come comunicato in data 26/07/23 all&#39;indirizzo [FAKE_EMAIL].</p><p>Inoltre, ti confermiamo che hai già provveduto ad inviare correttamente la richiesta di erogazione del finanziamento per il progetto 1.4.1, in data odierna.</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000TiIynQAF/view
[Case],5007Q00000TiJEUQA3,01140135,Amministrazione,Altro - Servizi Aggiunti,[FAKE_PERSON] e scadenze di realizzazione degli interventi,1.4.5 Digitalizzazione degli avvisi pubblici,scadenza attività,"[FAKE_PERSON], abbiamo ricevuto comunicazione ufficiale in merito all'estensione del cronoprogramma per la fase di contrattualizzazione di 120 gg, [FAKE_PERSON] comunque dal portale la data di conclusione attività invariata. fissata per il 27/12/2022. Si chiede, dunque, se la proroga della scadenza di questa fase non incida, facendola slittare presumibilmente al 27/03/2024, sulla fase di conclusione attvità.","<p>[FAKE_PERSON], grazie per averci contattato</p><p>Il decreto 101/2023 stabilisce per la misura 1.4.5. che il termine del cronoprogramma per il completamento delle attività, previsto nell’Allegato 2 è differito di mesi 2 (due) per tutti i [FAKE_INDIRIZZO] che hanno già contrattualizzato e si trovino in tale fase e il cui termine per il completamento delle attività sia anteriore o uguale al 30 settembre 2023. Dal momento che il tuo comune non ha ancora completato la contrattualizzazione, questa proroga non si applica al tuo Ente. </p><p>In merito invece al decreto 114/2023 ti ricordiamo che si riferisce alla misura 1.4.4 e il termine per la fase di contrattualizzazione risulta correttamente prorogato di 120 giorni, con scadenza 25/11/2023, calcolati dalla data di finanziamento (02/08/2022) + 360 giorni + 120 giorni. Nel caso tu ti riferisca ad altro decreto di proroga e/o ad altro progetto finanziato, ti invitiamo gentilmente a chiarirlo riaprendo questa richiesta di [FAKE_INDIRIZZO]>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000TiJEUQA3/view
[Case],5007Q00000TiK1uQAF,01140137,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Contrattualizzazione fornitori,1.2 Abilitazione e facilitazione migrazione al Cloud,SPAZIO CONDIVISIONE E GESTIONE DATI DOCUMENTI,"In riferimento alla candidatura, per quanto riguarda l' 8 servizio ""Spazio condivisione e gestione dati documenti"" è un servizio già precedentemente avviato sottoscritto con il fornitore Google. E' un servizio non a pagamento. Chiedo se in fase di conclusione e rendicontazione, serve solo allegare il contratto avviato dopo il 1° febbraio 2020. Serve una dichiarazione da parte del nostro Dirigente o altra documentazione?","<p>[FAKE_PERSON], grazie per averci contattato. Ti ricordiamo che sono ammissibili a contributo tutte le attività di assessment, pianificazione della migrazione,</p><p>esecuzione della migrazione e formazione dei servizi indicati in allegato 2 al presente Avviso avviate a decorrere dal 1° febbraio 2020 con risorse finanziarie proprie. Pertanto non sono ammessi a finanziamento servizi attivati in forma gratuita. Ti invitiamo a contattare un Account Manager del territorio, che provvederà a fornire l&#39;assistenza necessaria, utilizzando il Form all’indirizzo che segue: https://padigitale2026.gov.it/team-territoriali .</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000TiK1uQAF/view
[Case],5007Q00000TiK4xQAF,01140136,Amministrazione,Altro - Servizi Aggiunti,[FAKE_PERSON] e scadenze di realizzazione degli interventi,1.4.4 Adozione identità digitale,Differimento termini ex Decreto n. 114/2023 - PNRR,"Gentilissimi, il differimento si riferisce alla data di completamento attività? Mi confermate che il termine di conclusione attività indicato in piattaforme risulta ancora da aggiornare? (vedi screenshot allegato)","<p>[FAKE_PERSON], grazie per averci contattato.</p><p>Ti informiamo che la proroga di cui al decreto citato, si applica alla fase del cronoprogramma in cui si trova il progetto. Pertanto, nel caso specifico, è corretto che siano stati aggiunti 120 giorni alla data di scadenza della contrattualizzazione. </p><p>Ti ricordiamo altresì che la data di completamento attività si aggiornerà nel momento in cui sarà completata la contrattualizzazione, sommando 300 giorni alla data di contrattualizzazione che sarà inserita in piattaforma. </p><p><br></p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000TiK4xQAF/view
[Case],5007Q00000TiKn4QAF,01140141,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Upload di documenti,1.4.1 Esperienza dei servizi pubblici,Allegato 5,"Quando carico il documento Allegato 5 firmato  in P7m ricevo il diagnostico :Attenzione, la firma sul documento non è valida per scadenza temporale o certificato scaduto. Modificala e carica l'ultima versione del documento.  [FAKE_PERSON] che il certificato è valido specifico che utilizzo firma di SIDI  del MIM. Cosa fare?","<p>[FAKE_PERSON], grazie per averci contattato.</p><p>Da verifiche hai correttamente caricato il documento firmato digitalmente in piattaforma. Ti invitiamo a procedere cliccando sul tasto &quot;Invia&quot;.</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000TiKn4QAF/view
[Case],5007Q00000TiL33QAF,01140143,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Contrattualizzazione fornitori,1.2 Abilitazione e facilitazione migrazione al Cloud,Attività avviate dopo il 01/02/2020 con risorse proprie,"[FAKE_INDIRIZZO], siamo in fase di compilazione della sezione ""Caricamento Contratti"" ma abbiamo delle difficoltà relative alla migrazione di alcuni servizi. Nello specifico 4 servizi risultavano già avviati con risorse dell'ente dopo la data del 01/02/2020 (rispettando comunque tutti i requisiti previsti dal bando) e le due società a cui era stata affidato l'incarico sono ora state assorbite da un'altra società. Come dobbiamo procedere?","<p>[FAKE_PERSON], grazie per averci contattato. Ti informiamo che per le attività indicate come &quot;già avviate&quot; è necessario caricare in piattaforma i contratti stipulati all&#39;epoca dell&#39;implementazione dei progetti. A prescindere dallo stato in cui si trova in questo momento la società fornitrice.</p>","Grazie.
Come soggetto realizzatore dobbiamo quindi indicare il vecchio fornitore a cui è stato affidato l'incarico (di cui però non conosciamo lo stato in relazione alle schede 6 e 8 ""servizi informatisci di hosting e cloud"" o alla nuova società che invece, essendo nostra fornitrice, sappiamo rispettare detti requisiti?","<p><span style=""background-color: white; font-size: 10.5pt;"">Gentile [FAKE_PERSON], grazie per averci contattato. Nella parte del soggetto realizzatore deve essere inserito il fornitore che ha effettivamente implementato i servizi e coerentemente deve essere inserito il relativo contratto. Ti ricordiamo che, per la misura 1.2 &quot;Abilitazione e facilitazione migrazione al [FAKE_INDIRIZZO];, tra i requisiti di ammissibilità delle domande è richiesto che il progetto rispetti il principio DNSH ai sensi dell&#39;articolo 17 del Regolamento (UE) 2020/852 (DNSH). Occorre, pertanto, dare atto del rispetto di tali requisiti attraverso la compilazione dell&#39;&quot;Allegato 4 - scheda 6&quot; quando il Soggetto Attuatore si fornisce di hosting e cloud &quot;esterni&quot;, mentre dell&#39;&quot;Allegato 4 - scheda 8&quot; quando il Soggetto Attuatore è proprietario dei data center, quindi deve produrre egli stesso la certificazione di compliance DNSH.</span></p><p><span style=""background-color: white; font-size: 10.5pt;"">In aggiunta, ti ricordiamo che qualora il fornitore del servizio già erogato non possedesse i requisiti richiesti dal DNSH dovrà adeguarsi entro i termini previsi dagli avvisi.</span></p>",https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000TiL33QAF/view
[Case],5007Q00000TiMKLQA3,01140147,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Malfunzionamento della Piattaforma,,caricamento  contratto,Non riesco ad andare avanti carico il soggetto realizzatore ma non lo salva.,,,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000TiMKLQA3/view
[Case],5007Q00000TiMQPQA3,01140149,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Registrazione utenze,Nessuno,RISPEDIZIONE INVITO DOPO 7 [FAKE_INDIRIZZO],"[FAKE_INDIRIZZO]. L'utente [FAKE_PERSON] è stato invitato come Editor dall'Incaricato Marco Gualano [FAKE_CODICE_FISCALE]. Essendo passati 7 giorni, [FAKE_PERSON] ha un avviso che deve ""richiedere all'amministrazione di inviare una nuova email"" (v. allegato) ma l'incaricato [FAKE_PERSON] non ha un pulsante per fare ciò. Come possiamo sbloccare la situazione? Grazie","<p><span style=""font-family: Calibri, Arial; font-size: 11pt; color: rgb(0, 0, 0);"">Gentile [FAKE_PERSON], grazie per averci contattato. L&#39;utenza per [FAKE_PERSON] è stata correttamente attivata come richiesto.</span></p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000TiMQPQA3/view
[Case],5007Q00000TiMdYQAV,01140152,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Contrattualizzazione fornitori,1.2 Abilitazione e facilitazione migrazione al Cloud,richiesta riapertura avviso 1.2,"Si chiede con la presente la riapertura dell'avviso 1.2 abilitazione al cloud i cui termini, di contrattualizzazione già prorogati risultano scaduti al 30/06. La motivazione della proroga è dovuta alla necessità di concludere accordi con il fornitore del servizio di connettività (FIBRA [FAKE_INDIRIZZO]) attualmente non attivo ma indispensabile per l'attuazione del progetto. Si precisa che sono in corso complesse trattative per la messa in funzione del servizio di connettività FTTH ad oggi inesistente sul territorio. Si specifica inoltre che l'ente scrivente è di piccole dimensioni e dispone di due soli dipendenti attualmente impegnati in numerosi adempimenti legati anche alle rendicontazioni PNRR. E' possibile infine che la procedura di ulteriore proroga che crediamo di aver effettuato anche su sollecitazione del nostro [FAKE_PERSON]. [FAKE_INDIRIZZO] non sia andata a buon fine; di fatto il lavoro di reperimento dei preventivi e di contrattualizzazione è pronto per essere concluso. Nella consapevolezza dell'intervenuta scadenza del termine, si chiede tuttavia la possibilità di accedere al finanziamento. Ringraziando anticipatamente per l'attenzione, rimaniamo a disposizione per qualsiasi chiarimento e porgiamo distinti saluti.","<p>[FAKE_PERSON],grazie per averci contattato. P<span style=""background-color: rgb(255, 255, 255); font-size: 14px;"">oichè già sono stati concessi 10 giorni di proroga d&#39;ufficio nei quali non è stata compiuta nessuna delle azioni richieste, ti invitiamo ad inviare una pec all&#39;indirizzo </span><span style=""background-color: rgb(255, 255, 255); font-size: 11.5pt; color: [FAKE_INDIRIZZO], 28, 29);"">PEC all’indirizzo</span><span style=""background-color: rgb(255, 255, 255); font-size: 11.5pt; color: [FAKE_INDIRIZZO], 28, 29); font-family: Arial, sans-serif;""> </span><a href=""mailto:[FAKE_EMAIL]"" target=""_blank"" style=""background-color: rgb(255, 255, 255); font-size: 11.5pt; font-family: Arial, sans-serif;"">[FAKE_EMAIL]</a><span style=""background-color: rgb(255, 255, 255); font-size: 14px;""> reiterando la presente richiesta e indicando le motivazioni che hanno portato l&#39;ente a scadenza.</span></p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000TiMdYQAV/view
[Case],5007Q00000TiMlIQAV,01140154,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Contrattualizzazione fornitori,1.2 Abilitazione e facilitazione migrazione al Cloud,inventario web,"Quando si è proceduto alla contrattualizzazione del software ARGO, per il servizio ""inventario/magazzino"" era disponibile solo ""magazzino"" in cloud. Da due settimane è disponibile anche ""inventario WEB"", posso procedere all'acquisto anche se le linee guida precisano che la contrattualizzazione con i fornitori è possibile effettuarla entro 6 mesi dall'emissione della notifica del finanziamento (termine che è scaduto il 5 luglio 2023) ?","<p>[FAKE_PERSON], grazie per averci contattato. Ti confermiamo che è possibile integrare la documentazione relativa al progetto. Accedi alla sezione &quot;Progetti&quot; e seleziona quello di tuo interesse, nella sezione “Ulteriori documenti allegati” puoi caricare e gestire eventuali documenti aggiuntivi, firmati dal Legale Rappresentante o dal Soggetto competente in formato PDF e P7m. La categoria “Rettifica/Integrazione” comprende documenti quali: addendum contrattuali, atti di ricognizione, modifica di caratteristiche attuative (da “avviata” a “da avviare” o viceversa), modifiche da “smart CIG” a “CIG ordinario”. Puoi utilizzare questa funzionalità quando la fase di contrattualizzazione fornitore è scaduta, l&#39;inserimento della documentazione aggiuntiva non darà luogo a variazioni del cronoprogramma. Ti ricordiamo, infine, che la validità della documentazione potrà essere accertata esclusivamente in fase di asseverazione formale e controlli a [FAKE_INDIRIZZO]>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000TiMlIQAV/view
[Case],5007Q00000TiNi5QAF,01140160,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Variazioni e rinunce,1.2 Abilitazione e facilitazione migrazione al Cloud,CAMBIO  ATTIVITA' DA GIA' AVVIATA A DA ATTIVARE,"AMBIENTE Attività avviata dopo il 1° febbraio 2020 con risorse proprie ---> Attività da avviare ESPROPRI Attività avviata dopo il 1° febbraio 2020 con risorse proprie ---> Attività da avviare PIANIFICAZIONE Attività avviata dopo il 1° febbraio 2020 con risorse proprie ---> Attività da avviare FORNITO GRATUITAMENTE DALLA DITTA, MA DOBBIAMO IMPLEMENTARLO PER EQUIPARARLO AL CLOUD RICHIESTO","<p>[FAKE_PERSON], grazie per averci contattato. Ti invitiamo ad accedere alla sezione &quot;I tuoi progetti&quot;, cliccare sul progetto di tuo interesse e nella sezione “Ulteriori documenti allegati” caricare un documento che indichi la caratteristica attuativa corretta, sottoscritto dal Rappresentante Legale dell&#39;Ente.</p><p>Ti ricordiamo che discriminante per la caratteristica attuativa (&quot;da avviare&quot; oppure &quot;già avviato&quot;) è la data di sottomissione della candidatura e che la validità della documentazione potrà essere accertata esclusivamente in fase di asseverazione formale e controlli a [FAKE_INDIRIZZO]>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000TiNi5QAF/view
[Case],5007Q00000TiNz1QAF,01140162,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Contrattualizzazione fornitori,1.4.3 Adozione PagoPA e AppIO,[FAKE_INDIRIZZO] NEL PROGETTO,[FAKE_INDIRIZZO] DI [FAKE_INDIRIZZO] NETO - CUP F11F22[FAKE_PHONE] - EURO 12.150,"<p>Gentile [FAKE_PERSON], grazie per averci contattato. A seguito della comunicazione ricevuta e della risoluzione della problematica, provvediamo a chiudere la richiesta dì assistenza.</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000TiNz1QAF/view
[Case],5007Q00000TiOG2QAN,01140165,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Contrattualizzazione fornitori,1.2 Abilitazione e facilitazione migrazione al Cloud,CIG-SIMOG,In relazione alla rendicontazione su [FAKE_INDIRIZZO] digitale si chiede se alla data odierna per procedere all'acquisto di un bene/servizio di importo inferiore a 5000 euro sia ancora necessario acquisire il SIMOG-CIG oppure se sia sufficiente lo smart CIG.,"<p>[FAKE_PERSON], grazie per averci contattato. <span style=""background-color: white; font-size: 10.5pt;"">ll tema CIG non è nella disponibilità di questa Amministrazione ma dell’ANAC. Il DL 13/23 non sembra modificare la disciplina della delibera [FAKE_INDIRIZZO] 122/22 in relazione al sottosoglia. Ne deriva che, in ambito PNRR, i contratti sotto a 5.000 euro non sono stati innovati. Si suggerisce pertanto prudenzialmente, in attesa di diverse indicazioni da ANAC, di seguire le indicazioni della Delibera 122/22 e acquisire un CIG ordinario.</span></p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000TiOG2QAN/view
