_,Id,CaseNumber,Ambito__c,Categoria__c,Dettaglio_richiesta__c,Misura__c,Subject,Description,Risoluzione__c,Commenti_Ente__c,Ulteriori_informazioni_a_supporto__c,url
[Case],5007Q00000KqiK1QAJ,01091412,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Rendicontazione e documenti giustificativi,Nessuno,RICHIESTA [FAKE_PERSON] RENDICONTAZIONE,"[FAKE_INDIRIZZO],","Gentile Michela, grazie per averci contattato.
L&#39;intera procedura, a partire dalla candidatura fino alla fase di rendicontazione e l&#39;intera documentazione che il Soggetto Attuatore dovrà produrre, è interamente gestita sulla Piattaforma &quot;PA digitale 2026&quot;, pertanto ti confermiamo che il Soggetto Attuatore non dovrà alimentare il sistema informatico Regis, in quanto la Piattaforma stessa comunicherà con il suddetto sistema informatico.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000KqiK1QAJ/view
[Case],5007Q00000KqiTcQAJ,01091413,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Candidatura,1.2 Abilitazione e facilitazione migrazione al Cloud,Inserimento candidatura: pulsante AVANTI non cliccabile dopo la scelta di 11 servizi,"[FAKE_INDIRIZZO],","Gentile [FAKE_PERSON] grazie per averci contattato
Ti ricordiamo che è in fase di configurazione è necessario inserire lo “stato attività “ e modalità di migrazione “ per ogni servizi selezionato 
Da verifiche effettuate nel servizio 	
&quot;CONTRATTI&quot; non è stato inserito lo stato attività",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000KqiTcQAJ/view
[Case],5007Q00000KqiZLQAZ,01091417,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Contrattualizzazione fornitori,1.4.1 Esperienza dei servizi pubblici,Avviso per siti internet,Gentilissimi,,,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000KqiZLQAZ/view
[Case],5007Q00000KqihjQAB,01091420,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Contrattualizzazione fornitori,1.4.1 Esperienza dei servizi pubblici,Scadenza per completamento attività,"[FAKE_INDIRIZZO],","[FAKE_PERSON], grazie per averci contattato. 
 Ti informiamo che il fornitore dovrà essere contrattualizzato al massimo entro 6 mesi (180 gg) dalla data di notifica del Decreto di Finanziamento, nel caso di servizi già avviati sarà necessario riportare i dati relativi al fornitore e delle relative attività completate.
 Ti ricordiamo che in caso di notifica del Decreto di finanziamento a mezzo PEC, successiva alla data di stipula del contratto con il fornitore, il termine per il completamento delle attività di progetto, sarà conteggiato a partire dalla notifica del Decreto di finanziamento. Diversamente, se il contratto è successivo alla data di notifica del Decreto di finanziamento, il termine per il completamento delle attività decorrerà a partire dalla data di stipula del contratto",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000KqihjQAB/view
[Case],5007Q00000KqijQQAR,01091421,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Contrattualizzazione fornitori,1.4.1 Esperienza dei servizi pubblici,Cig per la procedura,"[FAKE_INDIRIZZO],","[FAKE_PERSON], grazie per averci contattato. Ti confermiamo che è necessario richiedere il [FAKE_INDIRIZZO], attraverso il [FAKE_INDIRIZZO].
Si veda la Delibera n. 122 del 16 marzo 2022 dell’ANAC laddove l’Autorità ha precisato “L’Autorità acquisisce i dati relativi agli affidamenti finanziati con le risorse del PNRR e del [FAKE_INDIRIZZO] attraverso il sistema [FAKE_INDIRIZZO]. Per consentire la trasmissione dei dati e delle informazioni necessarie all’attività di monitoraggio, è sempre richiesta l’acquisizione di un CIG ordinario. …”
Confermiamo l&#39;ammissibilità dello Smart CIG solo se acquisito in data antecedente alla Delibera n. 122 del 16 marzo 2022 dell’ANAC. In caso contrario è necessario sostituire lo SMART CIG con CIG ordinario.
Per chiarimenti e richieste inerenti al CIG, ti invitiamo a rivolgerti all&#39;ente competente, ovvero ANAC.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000KqijQQAR/view
[Case],5007Q00000KqioQQAR,01091424,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Accesso al Portale,1.4.1 Esperienza dei servizi pubblici,revoca utente incaricato,"[FAKE_INDIRIZZO], come faccio a farmi revocare dalla scuola precedente dove lavoravo?","Gentile utente, grazie per averci contattato, abbiamo risolto la tua segnalazione e la tua utenza per [FAKE_INDIRIZZO] DI [FAKE_INDIRIZZO] è stata revocata.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000KqioQQAR/view
[Case],5007Q00000Kqj4nQAB,01091426,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Malfunzionamento della Piattaforma,1.4.3 Adozione PagoPA e AppIO,rinuncia finanziamento 1.4.3 Adozione PagoPA e AppIO - acquisto di 53 servizi,"nel merito del finanziamento richiesto in oggetto ci eravamo resi conto di aver commesso qualche errore nella scelta dei servizi da completare ed avevamo deciso, a seguito della call con gli incaricati della presidenza del consiglio, di rinunciare e riformulare la richiesta. fatta la procedura però al momento di caricare il file controfirmato dal sindaco la procedura ci da un errore e non ci permette l'invio. come potremmo risolvere questo problema? grazie","Gentile utente, grazie per averci contattato, da verifiche hai correttamente rinunciato ad entrambe le candidature indicate.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000Kqj4nQAB/view
[Case],5007Q00000KqjZdQAJ,01091506,Implementazione e sviluppo progetto,Altro - Servizi Aggiunti,Implementazione del progetto e dei servizi,1.4.3 Adozione PagoPA e AppIO,Ritardo nel preventivo per la contrattualizzazione,"[FAKE_INDIRIZZO], nella gestione del progetto ho notato che c'è la possibilità di utilizzare il pulsante ""POSTICIPA LA SCADENZA"". Nell'eventualità di non essere in grado di inserire in tempo il contratto per la realizzazione del servizio in che modo posso gestire il ""[FAKE_INDIRIZZO] la scadenza"" e cosa comporta in termini pratici. Grazie","Gentile [FAKE_PERSON], grazie per averci contattato.
 Ti informiamo che, nonostante sia necessario completare le attività nei tempi previsti dall&#39;avviso, è prevista la possibilità per l&#39;ente di posticipare la data di scadenza dell&#39;attività prevista dal cronoprogramma. Infatti, se l&#39;ente è impossibilitato a rispettare la scadenza indicata nel cronoprogramma, può richiedere di posticipare la scadenza tramite l&#39;apposito pulsante. Se lo slittamento richiesto è superiore ai 30 giorni, è necessario inserire la motivazione legata al posticipo della scadenza. Se, invece, lo slittamento è inferiore ai 30 giorni, la richiesta viene accettata automaticamente dal sistema. Ogni ente può richiedere di posticipare la scadenza soltanto due volte nel corso di tutto il ciclo di vita del progetto.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000KqjZdQAJ/view
[Case],5007Q00000Kqjm8QAB,01091508,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Variazioni e rinunce,1.4.3 Adozione PagoPA e AppIO,Revoca domanda [FAKE_PERSON],"[FAKE_PERSON], dovrei revocare la domanda relativa all'avviso PAGOPA attualmente in attesa di emissione del decreto. Come si può revocare? All'interno dell'avviso non è presente la funzione per rinunciare al progetto.",,,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000Kqjm8QAB/view
[Case],5007Q00000KqlGrQAJ,01091511,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Contrattualizzazione fornitori,1.2 Abilitazione e facilitazione migrazione al Cloud,AFFIDAMENTO DEL SERVIZIO DI MIGRAZIONE AL CLOUD DEL SOFTWARE GESTIONALE - AVVISO PNRR M1C1 - 1.2 'ABILITAZIONE AL CLOUD PER [FAKE_INDIRIZZO] LOCALI',"[FAKE_INDIRIZZO] SERVIZIO DI MIGRAZIONE AL CLOUD DEL SOFTWARE GESTIONALE PER IMPORTO [FAKE_INDIRIZZO] A 40.000 PUO' ESSERE ACQUISITO UNO SMART CIG, COME PREVISTO PER AFFIDAMENTI DI TALE IMPORTO, OPPOURE E' NECESSARIO ACQUISIRE UN CIG [FAKE_INDIRIZZO] LA PIATTAFORMA SIMOG?","[FAKE_PERSON], grazie per averci contattato. 
Ti confermiamo che è necessario richiedere il [FAKE_INDIRIZZO], attraverso il [FAKE_INDIRIZZO]. 
 Si veda la Delibera n. 122 del 16 marzo 2022 dell’ANAC laddove l’Autorità ha precisato “L’Autorità acquisisce i dati relativi agli affidamenti finanziati con le risorse del PNRR e del [FAKE_INDIRIZZO] attraverso il sistema [FAKE_INDIRIZZO]. Per consentire la trasmissione dei dati e delle informazioni necessarie all’attività di monitoraggio, è sempre richiesta l’acquisizione di un CIG ordinario. …”",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000KqlGrQAJ/view
[Case],5007Q00000KqmZsQAJ,01091514,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Variazioni e rinunce,1.2 Abilitazione e facilitazione migrazione al Cloud,Variazione Domanda Cloud,"[FAKE_INDIRIZZO],","Gentile [FAKE_PERSON], grazie per averci contattato.  
Se è stato commesso un errore esclusivamente relativo all’indicazione della caratteristica attuativa di uno o più servizi (da avviare e non già avviato o viceversa), ti informiamo che puoi aprire una nuova richiesta di supporto da area privata, allegando un PDF contenente la rettifica del caso, ovvero segnalandoci la caratteristica attuativa corretta, sottoscritto dal Rappresentante Legale dell&#39;Ente.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000KqmZsQAJ/view
[Case],5007Q00000KqmmDQAR,01091519,Amministrazione,Altro - Servizi Aggiunti,Servizi e Interventi finanziabili,1.2 Abilitazione e facilitazione migrazione al Cloud,Quesito bando cloud misura 1.2 – servizio “Comunicazione istituzionale web e open data”,"[FAKE_INDIRIZZO],","[FAKE_PERSON], grazie per averci contattato.

Gli interventi finanziabili dalla misura 1.2 sono rappresentati dall&#39;implementazione di un [FAKE_INDIRIZZO] di migrazione al cloud (attività di assessment, pianificazione ed esecuzione della migrazione) delle basi dati e delle applicazioni e servizi dell’amministrazione, le cui infrastrutture per erogare il/i Servizio/i risiedono on premise o su cloud di fornitori non qualificati, secondo i requisiti e l’elenco pubblicato nell&#39;Allegato 2 dell&#39;Avviso.

I servizi da te illustrati rientrano nelle voci indicate.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000KqmmDQAR/view
[Case],5007Q00000KqmoOQAR,01091520,Implementazione e sviluppo progetto,Altro - Servizi Aggiunti,Implementazione del progetto e dei servizi,1.2 Abilitazione e facilitazione migrazione al Cloud,richiesta possibile modifica servizi attivabili in cloud,"[FAKE_INDIRIZZO], abbiamo effettato il passaggio al cloud di TUTTI i servizi comunali e siamo quindi in fase di rendicontazione, tuttavia ci siamo accorti di un errore nell'indicazione del 14 servizio ""Polizia Giudiziaria"" in quanto pensavamo riguardasse parte del servizio la polizia municipale (che è passato in cloud) invece non è così. A questo punto chiedo se sia possibile (stante il passaggio totale al cloud di tutti i servizi posto che non abbiamo più nemmeno fisicamente un server) sostituire il 14 servizio con altro presente nell'elenco. Attendo istruzioni e ringrazino dell'aiuto e della cortese attenzione. [FAKE_PERSON]","[FAKE_PERSON], grazie per averci contattato.
Ti invitiamo a richiedere un contatto con i team territoriali utilizzando il [FAKE_INDIRIZZO] che segue:
https://padigitale2026.gov.it/team-territoriali",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000KqmoOQAR/view
[Case],5007Q00000Kqmw3QAB,01091525,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Malfunzionamento della Piattaforma,1.2 Abilitazione e facilitazione migrazione al Cloud,Chiarimenti rispetto alla vostra risposta in merito alla nostra [FAKE_INDIRIZZO],"In merito alla vostra risposta rispetto alla nostra [FAKE_INDIRIZZO]: ""ti chiediamo ti rifare l'operatività seguendo le indicazioni. Per poter caricare correttamente il file è necessario: • non rinominare il file PDF • firmare digitalmente il file scaricato (senza modificare o scannerizzare) ""Rinuncia al finanziamento"" • il file caricato sia in formato P7M (CADES) • il file caricato corrisponda all’ultima versione scaricata; • sia presente la firma digitale; • la firma digitale sia quella del rappresentante legale"", si precisa che non è stato possibile procedere in quanto la piattaforma non consente di ripetere la procedura di rinuncia già inoltrata. Inoltre, si precisa che la rinuncia da noi effettuata risulta comunque accolta come da Decreto n. 31-2-R12/2022-PNRR del 02/01/2023.","Gentile [FAKE_PERSON], grazie per averci contattato.
Ti ringraziamo per la segnalazione e ti confermiamo che la rinuncia sottomessa in merito alla candidatura all&#39;Avviso riferito alla Misura 1.2 risulta valida.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000Kqmw3QAB/view
[Case],5007Q00000KqmzbQAB,01091528,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Anagrafica dati,1.2 Abilitazione e facilitazione migrazione al Cloud,DATA ANAGRAFICI ERRATI,Sto procedendo alla rinuncia al contributo scaricando il modello ma la data di nascita risulta errata nonostante nel mio profilo sia corretta,"Gentile [FAKE_PERSON], grazie per averci contattato.

Al fine di risolvere la problematica riscontrata ti chiediamo di fornirci i seguenti dati anagrafici del Rappresentante Legale:

-nome e cognome
-codice fiscale
-data di nascita
-luogo di nascita

Ti ringraziamo per la collaborazione.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000KqmzbQAB/view
[Case],5007Q00000Kqn2fQAB,01091532,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Rendicontazione e documenti giustificativi,1.2 Abilitazione e facilitazione migrazione al Cloud,manutenzione per impegno canoni successivi alla prima annualità,"Riguardo alla misura [FAKE_PERSON]. 1.2 ""Abilitazione al cloud per le [FAKE_INDIRIZZO] locali"" avrei bisogno di chiarire se è possibile impegnare il finanziamento per i canoni di manutenzione successivi alla prima annualità. Grazie.",,,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000Kqn2fQAB/view
