_,Id,CaseNumber,Ambito__c,Categoria__c,Dettaglio_richiesta__c,Misura__c,Subject,Description,Risoluzione__c,Commenti_Ente__c,Ulteriori_informazioni_a_supporto__c,url
[Case],5007Q00000a0niSQAQ,01159924,Implementazione e sviluppo progetto,Altro - Servizi Aggiunti,Documentazione tecnica di avvio e chiusura interventi,1.4.5 Digitalizzazione degli avvisi pubblici,Inserimento dati per Richiesta di erogazione del finanziamento,[FAKE_PERSON] giorno ho bisogno di aiuto per inserire l'opzione corretta del   CODICE GESTIONALE DI CONTABILITÀ PUBBLICA * Nessuna opzione    Consulenza informatica   Altre consulenze  Altri fondi da ripartire                                            Manutenzione straordinaria di Software,"<p>Gentile Paolo, grazie per averci contattato. Ti informiamo che il codice Gestionale dei pagamenti delle amministrazioni pubbliche è un codice per la rilevazione telematica degli incassi e dei pagamenti degli Enti. La scelta è possibile tra le seguenti voci:  “Consulenza [FAKE_PERSON]> “Altre [FAKE_INDIRIZZO]> “Altri fondi da ripartire”</p><p> “Manutenzione straordinaria di software”.</p><p>Nello specifico, occorre scegliere il codice più opportuno in relazione all’Avviso di riferimento tra quelli disponibili nel menù a tendina. Si tratta di indicare la voce prevalente della spesa effettuata, meramente per fini statistici. Ti invitiamo a valutare quale codice è più opportuno inserire tra quelli a disposizione.</p><p>Per quanto riguarda il <span style=""background-color: rgb(255, 255, 255); font-size: 14px;"">CONTO CORRENTE DI TESORERIA</span> ti informiamo che, in caso di ente con obbligo di tesoreria unica, nel campo &quot;Conto Corrente di Tesoreria&quot; è necessario opzionare Codice di Contabilità Speciale presso Banca d&#39;Italia che è già inserito per l&#39;ente come indicato già nel quesito.</p><p> L’[FAKE_INDIRIZZO] è ammesso solo in assenza di un conto di tesoreria unico.</p><p><br></p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000a0niSQAQ/view
[Case],5007Q00000a0nnSQAQ,01159925,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Candidatura,1.2 Abilitazione e facilitazione migrazione al Cloud,impossibilità ad accedere al finanziamento,"[FAKE_PERSON] giorno, la presente per chiedere spiegazioni in merito alla scritta che compare quando cerchiamo di accedere all'avviso 1.2: il portale non si apre e mi dice che siamo impossibilitati ad accedere. Se fosse possibile vorremmo condidarci.","<p>[FAKE_PERSON], grazie per averci contattato.</p><p>Ti informiamo che da verifiche è presente una candidatura 1.2 Abilitazione al Cloud - Scuole - Aprile 2022 in stato &quot;finanziata&quot;. Pertanto non è possibile presentare un ulteriore candidatura per il medesimo avviso.</p><p>Ti ricordiamo che il singolo ante, può presentare, a valere sull&#39;Avviso 1.2 una sola domanda di partecipazione.</p>","Buona sera, immaginavo che il sistema avesse ancora aperto la vecchia candidatura, alla quale avevamo per tempo chiuso poiché erano presenti errori nel progetto presentato e così ci avevano consigliato i vostri consulenti. Ora non ho la possibilità di caricare la rinuncia inviata protocollata come da procedura. Se potete fare una verifica, altrimenti lunedì provvederò ad inoltrarvi il documento","<p>Come da contatto telefonico intercorso, ti invitiamo a ripetere la procedura di rinuncia al progetto, tramite la funzionalità &quot;Progetti&quot;, cliccando sul tasto &quot;Rinuncia al progetto&quot;.</p><p>In caso di ulteriori criticità, ti invitiamo ad aprire una nuova richiesta di [FAKE_INDIRIZZO]>",https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000a0nnSQAQ/view
[Case],5007Q00000a0nv7QAA,01159928,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Contrattualizzazione fornitori,1.4.3 Adozione pagoPA,Errore Materiale Contrattualizzazione,"Dopo colloqui telefonici con il Team Digitale nella persona di [FAKE_PERSON], vi contattiamo per una questione riguardante la contrattualizzazione di pagopa. Per mero errore materiale, il collega che si è occupato dell'assegnazione delle attività ha assegnato tutti i servizi di incasso, al fornitore che ci avrebbe implementato quelli nuovi, non sapendo che i servizi già implementati con fondi dell'ente, erano stati realizzati parzialmente da altri. E pertanto non erano state caricate tutte le contrattualizzazioni. La piattaforma mi fa eventualmente aggiungere un altro fornitore e suppongo permetta anche l'associazione corretta dei servizi, però essendo in fase di completamento e non di contrattualizzazione, vorremo un riscontro o una eventuale conferma da parte vostra se possibile. Grazie mille!","<p>Gentile Luca, grazie per averci contattato. Ti confermiamo che nonostante sia stata completata la fase di contrattualizzazione, le nuove funzionalità della piattaforma consentono comunque all’ente di tornare agli step precedenti del progetto (1,2,3) e integrare/rettificare le informazioni e documentazione inserita, la quale non apporterà modifiche al [FAKE_INDIRIZZO]>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000a0nv7QAA/view
[Case],5007Q00000a0o3zQAA,01159931,Implementazione e sviluppo progetto,Altro - Servizi Aggiunti,Implementazione del progetto e dei servizi,1.3.1 PDND,Elaborazione API,"In riferimento all'avviso 1.3.1 si chiede se le API elaborate facendo riferimento alla stessa fonte dati,  sono considerate diverse e quindi contate distintamente in fase di asseverazione, qualora restituiscano informazioni diverse. A titolo di esempio si chiede conferma che ai seguenti casi si possono attribuire n. 2 API distinte fonte dati del catasto: Catasto ""NSC – TITOLARI DI UN IMMOBILE: Fornisce l’elenco dei titolari di una unità immobiliare risultanti agli atti catastali alla data selezionata"" fonte dati del catasto: Catasto ""NSC – IMMOBILI DI [FAKE_PERSON] Fornisce l’elenco delle unità immobiliari che risultano di proprietà del soggetto specificato alla data selezionata""","<p><span style=""font-size: [FAKE_INDIRIZZO], grazie per averci contattato.</span>Gentile Daniela, grazie per averci contattato.</p><p>In linea generale, ti confermiamo che le API che <span style=""background-color: rgb(255, 255, 255); color: rgb(68, 68, 68);"">forniscono informazioni differenti</span>, pur facendo riferimento alla stessa fonte dati, <span style=""background-color: rgb(255, 255, 255); color: rgb(68, 68, 68);""> </span>sono considerate e contate distintamente. </p><p>Ti informiamo, tuttavia, che il servizio di supporto di PaDigitale2026 non ha la competenza di prevalutare gli scenari di ammissibilità dei progetti candidati. Questi potranno essere verificati solo in sede di asseverazione.</p><p>Inoltre, i casi limite che evidenziano API molto simili, potranno essere oggetto di controlli ulteriori da parte del Dipartimento per la trasformazione digitale.</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000a0o3zQAA/view
[Case],5007Q00000a0oAgQAI,01159933,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Variazioni e rinunce,1.4.3 Adozione appIO,Modifica servizi appIo,"Facendo riferimento al decreto [FAKE_PHONE] – PNRR, nel quale è stato ritenuto di poter permettere ai Soggetti attuatori di formulare istanze di modifica di progetti già ammessi a finanziamento, si richiede la possibilità di sostituire  alcuni dei servizi App-IO indicati nella domanda di partecipazione presentata dalla [FAKE_INDIRIZZO] e riconducibile alla candidatura 36624 alla quale è stato assegnato il finanziamento a valere sull’Avviso pubblico “Misura 1.4.3 APP IO - ALTRI [FAKE_INDIRIZZO] ([FAKE_INDIRIZZO]/[FAKE_INDIRIZZO] autonome, [FAKE_INDIRIZZO] sanitarie locali e ospedaliere, [FAKE_INDIRIZZO], Enti di ricerca e AFAM) Maggio 2022” in data 09/11/2022 .","<p>[FAKE_PERSON], grazie per averci contattato. Al fine di risolvere la problematica, ti invitiamo a richiedere il supporto all&#39;account manager del tuo territorio, utilizzando il Form all’indirizzo che segue: <a href=""https://padigitale2026.gov.it/team-territoriali"" target=""_blank"">https://padigitale2026.gov.it/team-territoriali</a>, per un&#39;analisi di dettaglio della tua candidatura e per una completa valutazione sull&#39;opportunità di richiedere eventualmente l&#39;istanza di modifica. Ti ricordiamo, ad ogni modo, che la richiesta sarà oggetto di valutazione in ultima istanza da parte di PagoPA e, solo se approvata, si potrà procedere con la sostituzione dei servizi.</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000a0oAgQAI/view
[Case],5007Q00000a0oBkQAI,01160056,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Rendicontazione e documenti giustificativi,1.4.3 Adozione appIO,Data completamento attività,Sto inserendo i codici servizio aggiornati in base alla tassonomia indicata,"<p>[FAKE_PERSON], grazie per averci contattato.</p><p>In caso di difformità rilevate rispetto a quanto indicato in Piattaforma, in merito allo stato di attivazione dei servizi PagoPA /AppIO, ti invitiamo a contattare il tuo fornitore. La piattaforma precarica i dati dell&#39;amministrazione presenti nella banca dati PagoPA /AppIO.</p>","Mi è stato indicato di contattare il fornitore ma non c'è alcun fornitore interessato in questa attività in quanto tutto è stato effettuato dal ostro ente

[FAKE_INDIRIZZO] e grazie
[FAKE_PERSON]
[FAKE_PHONE]","<p>In caso di difformità rilevate rispetto a quanto indicato in Piattaforma, in merito allo stato di attivazione dei servizi PagoPA /AppIO, ti invitiamo a contattare PagoPA /AppIO. La piattaforma precarica i dati dell&#39;amministrazione presenti nella banca dati PagoPA /AppIO.</p>",https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000a0oBkQAI/view
[Case],5007Q00000a0oQQQAY,01160055,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Controlli,,TERRITORIO - [FAKE_INDIRIZZO] di [FAKE_INDIRIZZO],L’ente [FAKE_INDIRIZZO]  (c_g303)  ha la richiesta [FAKE_PHONE] con una scadenza. Ha fatto sulla candidatura quanto richiesto ma la richiesta rimane pending come scadenza e l’ente non può fare nulla per completarla e io la ritrovo nell’elenco delle scadenze. [FAKE_PERSON] screenshot di verifica con l’ente. C’è modo di flaggare che la scadenza è stata soddisfatta?,,,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000a0oQQQAY/view
[Case],5007Q00000a0odYQAQ,01160037,Amministrazione,Altro - Servizi Aggiunti,[FAKE_PERSON] e scadenze di realizzazione degli interventi,1.4.1 Esperienza dei servizi pubblici,Scadenza inserimento ordinativo MEPA,"A seguito dell'inserimento dell'ordinativo MEPA per la contrattualizzazione del fornitore, la piattaforma risulta chiusa, non consentendo l'inserimento dell'ODA.","<p>[FAKE_PERSON], grazie per averci contattato. </p><p>Ti informiamo che il progetto 1.4.1 è in status &quot;Rejected&quot; in quanto non è stata conclusa nei tempi previsti la fase di contrattualizzazione del fornitore.</p><p>Ti invitiamo pertanto ad inviare una comunicazione a mezzo PEC al seguente indirizzo <a href=""mailto:[FAKE_EMAIL]"" target=""_blank"">[FAKE_EMAIL]</a> richiedendo una ulteriore proroga e fornendo le opportune motivazioni che hanno portato l&#39;Ente al mancato rispetto della scadenza fissata.</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000a0odYQAQ/view
[Case],5007Q00000a0ogTQAQ,01160040,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Rendicontazione e documenti giustificativi,1.2 Abilitazione e facilitazione migrazione al Cloud,DIMENTICANZA [FAKE_PERSON],"BUONGIORNO,","<p>[FAKE_PERSON], grazie per averci contattato. </p><p>Per quanto riguarda gli avvisi presenti in piattaforma il Soggetto Attuatore, destinatario dei finanziamenti dell&#39;Unione, deve rendere nota l&#39;origine degli stessi e deve garantirne la visibilità, anche, ove opportuno, attraverso il logo dell&#39;Unione e una dichiarazione che recita «finanziato dall&#39;Unione europea - NextGenerationEU». Il logo dell&#39;Unione e la dichiarazione «finanziato dall&#39;Unione europea - NextGenerationEU» devono essere presenti, in particolare, quando vengono promossi risultati, azioni e diffuse informazioni destinate ai media e al vasto pubblico. Ti informiamo, a tal proposito, che non è obbligatorio né necessario inserire il LOGO nei contratti, nelle determine e negli ordini di servizio.</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000a0ogTQAQ/view
[Case],5007Q00000a0olNQAQ,01160043,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Rendicontazione e documenti giustificativi,Nessuno,[FAKE_INDIRIZZO],"Gentile Assistenza, è giunta questa comunicazione in cui si segnala che sui progetti PNRR non è presente alcuna alimentazione dell'iter previsto"", vista la FAQ  presente su padigitale2026.com al link https://padigitale2026.gov.it/supporto/domande-frequenti#07_rendicontazione/006_AnchepergliavvisidiPAdigitale2026occorreregis L'alimentazione di Regis per questi progetti verrà effettuata automaticamente tramite i dati inseriti dall'Ente sulla piattaforma padigitale2026.com","<p>[FAKE_PERSON], grazie per averci contattato. Ti confermiamo che la FAQ è tuttora valida e che l<span style=""background-color: rgb(255, 255, 255); font-size: 14px;"">&#39;alimentazione di Regis per i progetti finanziati dal PNRR di [FAKE_INDIRIZZO] verrà effettuata automaticamente tramite i dati inseriti dall&#39;Ente sulla piattaforma </span><a href=""https://padigitale2026.com/"" target=""_blank"" style=""background-color: rgb(255, 255, 255); font-size: 14px;"">padigitale2026.com</a></p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000a0olNQAQ/view
