Id,CaseNumber,Ambito__c,Categoria__c,Dettaglio_richiesta__c,Misura__c,Subject,Description,Risoluzione__c,Commenti_Ente__c,Ulteriori_informazioni_a_supporto__c,url
500bU00000dPS11QAG,01251057,Amministrazione,Altro - Servizi Aggiunti,,1.4.5 Digitalizzazione degli avvisi pubblici,Richiesta modifica conto di tesoreria,Si evidenzia che il conto di tesoreria unico per il comune di [FAKE_INDIRIZZO] per versamenti da enti pubblici è stato aggiornato dal 2025: [FAKE_INDIRIZZO] per versamenti da enti [FAKE_INDIRIZZO] [FAKE_IBAN] Si richiede di aggiornare il corrispondente campo precompilato sulla form di richiesta di erogazione del finanziamento. grazie,"<p>[FAKE_PERSON], grazie per averci contattato.</p><p>Ti informiamo che le attività di liquidazione del Dipartimento avvengono direttamente tramite Conto di Tesoreria Unico presso la Banca d&#39;Italia (nel formato TU-xxx-xxxxxx) pertanto, non è necessario comunicare l&#39; [FAKE_INDIRIZZO] collegato, in quanto il pagamento continuerà ad avvenire con le consuete modalità, direttamente sul conto di tesoreria unica del vostro ente. </p><p><br></p><p>Ti informiamo a questo proposito che il conto presente in piattaforma è TU-[FAKE_PHONE], esposto all&#39;ente nel formato con 6 cifre finali (senza lo 0 iniziale), a cui è associato l&#39;IBAN <span style=""background-color: rgb(255, 255, 255); font-size: 14px;"">[FAKE_IBAN]</span>.</p><p>Pertanto, nessuna ulteriore azione è necessaria. </p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000dPS11QAG/view
500bU00000dQgjtQAC,01251059,Amministrazione,Altro - Servizi Aggiunti,,2.2.3 Digitalizzazione delle procedure SUAP e SUE,Chiarimento su effettiva data di scadenza per il completamento attività misura 2.2.3 – [FAKE_INDIRIZZO] (avviso luglio 2025),"Avendo ricevuto in data 30/11/2025 la notifica di finanziamento del nostro progetto, e vedendo che adesso la piattaforma PAdigitale2026 riporta una nuova data per la scadenza contrattualizzazione fornitori, prorogata di 40 giorni rispetto a quella originaria, si chiede se la scadenza per giungere al completamento delle attività del progetto sia ancora 120 giorni dalla notifica del Decreto di finanziamento (30/03/2026) oppure sia stata prorogata anche questa.","<p>[FAKE_PERSON], grazie per averci contattato.</p><p>Da verifiche ti informiamo che data di scadenza per la <strong>contrattualizzazione è (10.3/2026</strong>)  ovvero 90 giorni dal decreto di finanziamento 10/12/2025.</p><p>Da verifiche la scadenza prevista per il<strong> completamento delle attività è 9.4.2026 </strong>ovvero 120 giorni dal decreto di finanziamento.</p><p><br></p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000dQgjtQAC/view
500bU00000dQawdQAC,01251062,Amministrazione,Altro - Servizi Aggiunti,,1.4.3 Adozione appIO,Richiesta chiarimenti compilazione modulo regolare esecuzione,"Nella tabella 1 del modulo word per la dichiarazione di regolare esecuzione viene chiesto di indicare per ogni servizio il ""Nome file caricato nel Fascicolo di Progetto in piattaforma [FAKE_INDIRIZZO]"". Come si reperisce questa informazione? Bisogna forse inserire il nome del file con cui è stata fatta la candidatura al progetto? Grazie","<p>Gentile [FAKE_PERSON], grazie per averci contattato. Ti informiamo che per &quot;Nome file caricato nel Fascicolo di Progetto in piattaforma PA Digitale2026&quot; si intende proprio la denominazione del file caricato dall&#39;ente in corrispondenza di ogni documento menzionato sul CRE, ad esempio &quot;RIEPILOGO_FASE_8439248.pdf.  Ti ricordiamo che dalla sezione &[FAKE_PERSON]; puoi visualizzare tutta la documentazione caricata. </p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000dQawdQAC/view
500bU00000dQgUVQA0,01251065,Amministrazione,Altro - Servizi Aggiunti,,1.4.4 Adozione ANPR ANSC,caricamento richiesta di erogazione,"ho scaricato e ricaricato 4 volte richiesta di erogazione, ma sebbene non venisse modificata, la piattaforma rimette sempre errore ""il documento caricato non corrisponde a quello scaricato""","<p>[FAKE_PERSON], grazie per averci contattato.</p><p>Da verifiche risulta che hai correttamente caricato i documenti necessari al fine del completamento della fase di erogazione del finanziamento. Il tuo progetto 1.4.4 ANPR ANSC è ora in fase di verifica.</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000dQgUVQA0/view
500bU00000dQvlOQAS,01251069,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,,1.4.3 Adozione pagoPA,richiesta urgente [FAKE_PERSON] chiusura progetto,"Questo Ente ha attivato tutti i servizi pago [FAKE_INDIRIZZO] riferiti al bando presentato. Su alcune voci non RISULTANO i dati completati ma questa voce ""  È richiesta una verifica sul servizio Il tuo servizio non risulta ancora integrato nei sistemi di pagoPA. Ti suggeriamo di verificare con pagoPA l’avvenuta integrazione"" che vuol dire, come può essere risolto? i codici tassonomici sono diversi?","<p>[FAKE_PERSON], grazie per averci contattato<span style=""font-size: 11pt; color: rgb(24, 24, 24);"">. </span>Ti ricordiamo che la Piattaforma riprende le informazioni relative ai servizi [FAKE_INDIRIZZO] e [FAKE_INDIRIZZO] direttamente dalla base dati di [FAKE_INDIRIZZO]. È altresì necessario considerare che per i servizi di nuova attivazione, le attività di consolidamento dei dati e trasferimento dai registri di PagoPA S.p.A alla piattaforma [FAKE_INDIRIZZO] digitale 2026 hanno un periodo di latenza di alcune settimane dalla prima transazione positiva; pertanto, è opportuno riprovare ad aggiornare lo stato di completamento attività dopo tale periodo di latenza.  </p><p> </p><p>Ti ricordiamo inoltre che è necessario che nel pagamento sia correttamente riportato il codice tassonomico corrispondente allo specifico servizio, così come indicato nel catalogo pagoPa, disponibile al seguente link https://docs.pagopa.it/sanp/ente-creditore/tassonomia-dei-servizi-di-incasso, nella corretta formattazione 9/XXXXXXXXX/.  </p><p>Ti confermiamo per i seguenti dovuti di pagamento non ci è stato ancora trasmesso alcun dato di attivazione da parte dell&#39;ente certificatore:</p><p><br></p><p>Rendite catastali (ICI, IMU, TUC, ecc.) [FAKE_DOCUMENTO]</p><p>Imposta di soggiorno [FAKE_DOCUMENTO]</p><p>Rimborso danni automezzi P.M. [FAKE_DOCUMENTO]</p><p>Servizio celebrazione matrimoni civili [FAKE_DOCUMENTO]</p><p>Donazioni [FAKE_DOCUMENTO]</p><p>Recupero contributi percepiti indebitamente [FAKE_DOCUMENTO]</p><p><br></p><p>In caso di difformità rilevate rispetto a quanto indicato in Piattaforma e in merito allo stato di attivazione dei servizi PagoPA /AppIO, ovvero data di attivazione, codice tassonomico (PagoPA), ID servizio (AppIO), ti invitiamo a contattare il tuo fornitore/partner tecnologico. </p><p> </p><p>Se necessario, per una verifica più puntuale, ti invitiamo a contattare [FAKE_INDIRIZZO] tramite i canali dedicati <span style=""font-size: 11pt; color: rgb(24, 24, 24);"">(</span><a href=""https://www.pagopa.gov.it/it/helpdesk/"" target=""_blank"" style=""font-size: 11pt; color: rgb(0, 0, 255);""><u>https://www.pagopa.gov.it/it/helpdesk/</u></a><u style=""font-size: 11pt; color: rgb(0, 0, 255);"">,</u> oppure<span style=""font-size: 11pt; color: rgb(24, 24, 24);""> </span><a href=""https://www.pagopa.it/it/area-riservata"" target=""_blank"" style=""font-size: 11pt; color: rgb(0, 0, 255);""><u>https://www.pagopa.it/it/area-riservata</u></a><u style=""font-size: 11pt; color: rgb(0, 0, 255);"">, </u><a href=""mailto:[FAKE_EMAIL]"" target=""_blank"" style=""font-size: 11pt; color: rgb(0, 0, 255);""><u>[FAKE_EMAIL]</u></a><span style=""font-size: 11pt; color: rgb(24, 24, 24);"">).  </span></p><p><span style=""color: rgb(24, 24, 24); font-size: 11pt;""> </span></p><p>Per un supporto più operativo ti invitiamo, infine, a prendere nota delle [FAKE_INDIRIZZO] guida per i Soggetti attuatori individuati tramite [FAKE_PERSON] a lump sum (ZIP), raggiungibili a questo link: https://innovazione.gov.it/italia-digitale-2026/attuazione-misure-pnrr/ (Linee Guida Soggetti Attuatori – Versioni in vigore - Linee Guida per Soggetti attuatori individuati tramite [FAKE_PERSON] a [FAKE_INDIRIZZO] ottobre 2025) e nello specifico l’Allegato 3 - Completamento delle attività e verifiche tecniche [FAKE_PERSON] 1.4.3 </p><p><span style=""color: rgb(24, 24, 24); font-size: 11pt;""> </span></p><p><span style=""color: rgb(24, 24, 24); font-size: 11pt;""> </span></p><p><br></p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000dQvlOQAS/view
500bU00000dR4tbQAC,01251071,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,,2.2.3 Digitalizzazione delle procedure SUAP e SUE,Richeista informazioni su documentazione DNSH per il bando PNRR 2.2.3 relativo all'adeguamento delle componenti SUE,"[FAKE_INDIRIZZO], relativamente al bando in oggetto in fase di caricamento del titolare effettivo mi viene ricordato di: allegare l'autodichiarazione per ogni soggetto realizzatore allegare le schede 3, 6 e 8 Le schede 3,6 e 8 sono scaricabili e compilabili poi a cura del soggetto realizzatore. Vedo che se inserisco 3 file, posso proseguire nella procedura del progetto. Non mi è chiaro quindi cosa si intenda per '[FAKE_INDIRIZZO] per ogni soggetto realizzatore assegnato al progetto' di cui peraltro non trovo un modello. Non mi è chiaro quindi se siano sufficienti le 3 schede o meno. Per quanto riguarda il progetto, nel caso in cui la componente SUE fosse in comune con quella SUAP per la quale è già stato chiesto un finanziamento, si dice che la quota finanziata verrebbe decurtata. Si potrebbe sapere, nel caso dell'assoziazione '[FAKE_INDIRIZZO]' relativamente alla componente di back office, a quanto ammonterebbe l'importo con la decurtazione?","<p>Gentile,</p><p>facendo seguito alla recente interlocuzione telefonica per la risoluzione delle questioni evidenziate, con la presente confermiamo la nostra disponibilità per eventuali ulteriori necessità. </p><p>[FAKE_PERSON] saluti</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000dR4tbQAC/view
500bU00000dUrtKQAS,01251079,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,,1.3.1 PDND,Richiesta chiarimento su avviso in scrivania [FAKE_INDIRIZZO],"[FAKE_INDIRIZZO], sulla scrivania del portale PADigitale 2026 dell'Università di [FAKE_INDIRIZZO] compare l'avviso: ""Completa il progetto entro la data di scadenza. Ti ricordiamo che è necessario inserire al più presto i dati delle fasi 1, 2, 3 e 4 dei tuoi progetti finanziati dal Dipartimento per la trasformazione digitale. Il termine massimo è il 31 marzo 2026, come previsto dal Decreto n. [FAKE_PHONE]-PNRR del [FAKE_INDIRIZZO] per la trasformazione digitale."" Non mi è chiaro se si tratti di un messaggio generico rivolto a tutte le amministrazioni o se è specifico per qualche adempimento di nostra competenza attualmente mancante e in questo caso quale sia il progetto a cui si riferisce tra quelli gestiti. È collegato alla attività da gestire sempre visibile da scrivania? In questo caso il questionario ancora da compilare a quale progetto è collegato? Spero di essere stato sufficientemente chiaro nella formulazione del quesito, in caso contrario non esitate a contattarmi. Grazie per l'attenzione e buona giornata [FAKE_PERSON]","<p><span style=""font-size: [FAKE_PERSON], grazie per averci contattato. Ti confermiamo che il banner visualizzato è una comunicazione generale valida per tutti gli enti con progetti in piattaforma che ancora non sono stati completati. Non si applica quindi al tuo ente che non ha al momento attività da gestire in quanto il progetto è stato completato e già liquidato. Ti ricordiamo tuttavia che è possibile ricevere, nei 5 anni successivi all&#39;erogazione del finanziamento, un controllo a campione, per il quale, nel caso, riceverai apposita PEC e comunicazione in piattaforma.</span></p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000dUrtKQAS/view
500bU00000dUzBTQA0,01251086,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,,2.2.3 Digitalizzazione delle procedure SUAP e SUE,Avviso 2.2.3 [FAKE_INDIRIZZO] Enti terzi,"Buongiorno, ho aderito all'avviso [FAKE_INDIRIZZO] enti terzi. Devo concludere il progetto e ho riscontrato incougruenze nella denominazione e nel codice univoco ufficio inseriti in [FAKE_INDIRIZZO] digitale al momento della contrattualizzazione. (Per es. [FAKE_PERSON] il codice univoco del comune e non dell'ufficio Urbanistica e la denominazioen dell'ufficio non corrisponde esattamente con quello in IPA). Posso, PRIMA DI CONCLUDERE IL PROGETTO, modificare i campi denominazione e codice univoco? La piattaforma me lo consente. Grazie [FAKE_PERSON]","<p>[FAKE_PERSON], grazie per averci contattato. Al fine di procedere alla rettifica delle informazioni riportate in piattaforma, il Soggetto Attuatore, prima di concludere la fase di completamento attività in piattaforma, dovrà tornare nello step 2 “Compilazione Dati”. Puoi accedere agli step precedenti cliccando sul tasto “modifica contratti”, quindi eliminare il gruppo uffici inserito erroneamente e popolare i dati relativi al codice ufficio, denominazione ufficio e componente informatica, mediante apposita funzionalità prevista in piattaforma (tasto “aggiungi gruppo di uffici”). Ti ricordiamo altresì di cliccare il tasto &quot;aggiungi gruppo&quot; per completare l&#39;attività. Quindi ti sarà richiesto di riconfermare gli step successivi per tornare allo step di completamento. </p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000dUzBTQA0/view
500bU00000dVARdQAO,01251089,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,,1.3.1 ANNCSU,controllo sull'abilitazione dell'utenza [FAKE_PERSON],"Il super admin ha inserito un nuovo admin sulla piattaforma, il [FAKE_PERSON]. [FAKE_PERSON]. Sulla piattaforma risulta nello stato di ""invitato"" ma al funzionario non è arrivato nulla e non riesce ad accedere alla piattaforma per la gestione dei bandi di cui è RUP . Vorrei sapere se tale situaizone è normale, se [FAKE_PERSON] doveva ricevere una mail per l'accettazione e/o se potete sbloccare la procedura. Grazie","<p>[FAKE_PERSON], grazie per averci contattato.</p><p>Al fine della risoluzione della problematica ti invitiamo a cliccare su &quot;accetta invito&quot; della mail</p><p><strong>[FAKE_INDIRIZZO] a collaborare in [FAKE_INDIRIZZO] digitale 2026</strong> inviata in data 23.1.2026 a <a [FAKE_INDIRIZZO]"" target=""_blank"" style=""color: [FAKE_INDIRIZZO], 92, 171);"">[FAKE_EMAIL]</a></p><p style=""text-align: center;""><em>Gentile [FAKE_PERSON], hai ricevuto un invito a collaborare come Admin della [FAKE_INDIRIZZO] su [FAKE_INDIRIZZO] digitale 2026.</em></p><p style=""text-align: center;""><br></p><p style=""text-align: center;""><em>In qualità di Admin, puoi candidare la [FAKE_INDIRIZZO] ad avvisi, gestire i progetti e inviare richieste di supporto.</em></p><p>Una volta cliccato sul tasto &quot;Accetta invito&quot;, l&#39;utente invitato sarà rimandato alla [FAKE_INDIRIZZO] del sito e dovrà accedere con il proprio SPID per registrare definitivamente la sua utenza in piattaforma.</p>","Sembra che l'utente [FAKE_PERSON] non abbia ricevuto la mail. Potreste cortesemente rinviare l'invito alla mail [FAKE_EMAIL] ?
Grazie",<p>Ti confermiamo che l&#39;utenza [FAKE_PERSON] è attivo con il ruolo di admin per il [FAKE_INDIRIZZO] di [FAKE_INDIRIZZO]>,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000dVARdQAO/view
500bU00000dVyBLQA0,01251119,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,,1.4.1 Esperienza dei servizi pubblici,Passaggio a sito di diverso gestore,"Si chiede se, una volta ottenuta l'asseverazione per i servizi acquistati relativi al sito istituzionale, sia possibile, dopo un anno, effettuare il passaggio di gestore per lo stesso sito. Si precisa che il nuovo gestore ha espressamente dichiarato che il nuovo sito é: - Adeguato ai requisiti di confomità continuativa [FAKE_INDIRIZZO] •Per gli istituti scolastici che hanno partecipato a bandi di finanziamento per l’aggiornamento del sito scolastico, che desiderano passare ad [FAKE_INDIRIZZO] è garantita la conformità continuativa ai requisiti di mantenimento (5 anni) stabiliti dall’Avviso 1.4.1 del PNRR.","<p>[FAKE_PERSON], grazie per averci contattato. Ti confermiamo che, a prescindere dal fornitore ingaggiato, è obbligatorio per l&#39;ente mantenere i servizi attivi per almeno 5 anni a decorrere dal 31 dicembre dell’anno in cui è effettuata l’erogazione da parte del Dipartimento. Tale requisito, verrà verificato attraverso dei controlli a campione da parte degli organi di controllo preposti.  </p><p><br></p><p>Si precisa inoltre che il requisito di mantenimento dei 5 anni non è legato ai fornitori che supportano l&#39;Ente nell&#39;implementazione dei servizi e che quindi possono essere cambiati. </p><p>Sarà pertanto possibile successivamente rivolgersi ad altro fornitore, anche al fine di apportare sviluppi migliorativi, nel rispetto del codice degli appalti, della normativa prevista per l&#39;ente stesso e del contenuto dell’avviso.</p><p>Ricordiamo in ogni caso, per eventuali futuri controlli, di tenere in seno all&#39;Ente opportuna documentazione tecnico-amministrativa a supporto delle scelte effettuate. </p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000dVyBLQA0/view
