_,Id,CaseNumber,Ambito__c,Categoria__c,Dettaglio_richiesta__c,Misura__c,Subject,Description,Risoluzione__c,Commenti_Ente__c,Ulteriori_informazioni_a_supporto__c,url
[Case],5007Q00000ZGN6kQAH,01152985,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Upload di documenti,1.2 Abilitazione e facilitazione migrazione al Cloud,CARICAMENTO DELLA RICHIESTA DI EROGAZIONE DEL FINANZIAMENTO,"Buongiorno, la Dirigente ha firmato digitalmente la richiesta di erogazione del finanziamento e due certificazioni di conformità, con la medesima firma digitale. Non si riesce a caricare la richiesta di erogazione del finanziamento, compare sempre un errore che dice che il certificato è scaduto. Gli altri due file invece non presentano errori. Grazie per l'attenzione","<p><span style=""font-family: -apple-system; font-size: 10.5pt;"">Gentile [FAKE_PERSON], grazie per averci contattato. Da verifiche effettuate, non risulta caricato il certificato di regolare esecuzione del RUP. Ti ricordiamo che è invece necessario allegare il certificato di regolare esecuzione del RUP firmato digitalmente in formato p7m caricandolo nell&#39;apposita sezione &quot;Documenti RUP e altri allegati&quot;.</span></p><p><span style=""font-family: -apple-system; font-size: 10.5pt;""> </span></p><p><span style=""font-family: -apple-system; font-size: 10.5pt;"">Soltanto a seguito di tali operazioni, potrai inoltrare correttamente la richiesta di erogazione del finanziamento, firmata in p7m o PADES dal Legale Rappresentante.</span></p><p><span style=""font-family: -apple-system; font-size: 10.5pt;""> </span></p><p><span style=""font-family: -apple-system; font-size: 10.5pt;"">Se la problematica dovesse persistere, ti preghiamo di non rimuovere i file allegati anche qualora ci sia un messaggio di errore e di aprire una nuova richiesta di assistenza da area privata per segnalarci il malfunzionamento</span></p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000ZGN6kQAH/view
[Case],5007Q00000ZGN89QAH,01152945,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Candidatura,,invito effettuato ma non riesco ad accedere,"Buongiorno il legale rappresentanti mi ha abilitato come editore poi mi è arrivata e-mail che ho confermato, ma entrando non mi riconosce e il sistema diagnostica che sono disattivata, come procedere? Grazie",,,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000ZGN89QAH/view
[Case],5007Q00000ZGNAgQAP,01152978,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Rendicontazione e documenti giustificativi,1.4.1 Esperienza dei servizi pubblici,Problemi inserimento parametri conclusione progetto 1.4.1,"Come da oggetto, si segnalano problemi di caricamento delle ""Attività completate"" nella sezione ""Completamento delle attività"" (Gestione del progetto - Completamento attività)",,,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000ZGNAgQAP/view
[Case],5007Q00000ZGNDsQAP,01152953,Implementazione e sviluppo progetto,Altro - Servizi Aggiunti,Documentazione tecnica di avvio e chiusura interventi,1.2 Abilitazione e facilitazione migrazione al Cloud,Richiesta informazioni,E' obbligatorio acquistare su [FAKE_INDIRIZZO]? Grazie,"<p>[FAKE_INDIRIZZO], grazie per averci contattato.</p><p>Ti informiamo che il Soggetto Attuatore può affidare lo svolgimento delle attività a uno o più fornitori autonomamente individuati, nel rispetto del codice degli appalti, della normativa applicabile per il suo Ente e delle specifiche linee guida presenti negli avvisi.</p>",Vorrei semplicemente sapere se posso acquistare fuori mepa in quanto un fornitore non è presente sul mercato elettronico.,"<p>[FAKE_INDIRIZZO], gli avvisi pubblicati su PaDigitale2026 non richiedono che gli acquisti siano effettuati su MEPA, ma ribadiamo che è necessario rispettare il codice degli appalti e la normativa applicabile per il tuo ente, pertanto ti invitiamo a verificare la possibilità di effettuare questo specifico affidamento al di fuori del mercato elettronico.</p>",https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000ZGNDsQAP/view
[Case],5007Q00000ZGNQ8QAP,01152966,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Firma digitale della domanda di finanziamento,1.4.1 Esperienza dei servizi pubblici,Richiesta di erogazione del finanziamento firma digitale,"Spett.le, durante il caricamento del file ""Richiesta di erogazione del finanziamento"" firmato digitalmente, il sistema comunica che ""Attenzione, la firma sul documento non è valida per scadenza temporale o certificato scaduto. Modificala e carica l'ultima versione del documento"". Abbiamo provato con la firma digitale in entrambi i formati [FAKE_INDIRIZZO]) - P7M(CAdES) e con due gestori di firma di digitale, SIDI e [FAKE_PERSON]. [FAKE_PERSON] alla presente la schermata di errore e il file firmato digitalmente.","<p>[FAKE_PERSON], grazie per averci contattato. Da verifiche effettuate, non risulta caricato il certificato di regolare esecuzione del RUP. Ti ricordiamo che è invece necessario allegare il certificato di regolare esecuzione del RUP firmato digitalmente in formato p7m caricandolo nell&#39;apposita sezione &quot;Documenti RUP e altri allegati&quot;.</p><p><br></p><p>Soltanto a seguito di tali operazioni, potrai inoltrare correttamente la richiesta di erogazione del finanziamento, firmata in p7m o PADES dal Legale Rappresentante.</p><p><br></p><p>Se la problematica dovesse persistere, ti preghiamo di non rimuovere i file allegati anche qualora ci sia un messaggio di errore e di aprire una nuova richiesta di assistenza da area privata per segnalarci il malfunzionamento.</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000ZGNQ8QAP/view
[Case],5007Q00000ZGNUFQA5,01152969,Amministrazione,Altro - Servizi Aggiunti,Erogazione delle risorse,,Domanda finanziamento allegato 5 Misura 1.3.1,"Buongiorno ho allegato la domanda di finanziamento firmata dal [FAKE_INDIRIZZO], ma il sistema la rifiuta segnalando che il certificato non è valido o scaduto.  Il certificato scade il 22/08/2025. Come possiamo procedere? Ringraziando per la collaborazione cordialmente saluto. [FAKE_PERSON]",,,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000ZGNUFQA5/view
[Case],5007Q00000ZGNUaQAP,01152977,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Upload di documenti,1.2 Abilitazione e facilitazione migrazione al Cloud,mancato upload rinuncia al finanziamento,"[FAKE_INDIRIZZO], con la presente si chiede assistenza in merito al mancato upload della rinuncia al finanziamento in oggetto, in quanto la firma digitale del sottoscritto Dirigente è valida ma la piattaforma, al momento del caricamento, segnala il messaggio di errore riportato nella schermata allegata.","<p>[FAKE_PERSON], grazie per averci contattato. Affinchè si possa completare correttamente la procedura di caricamento dell&#39; allegato firmato digitalmente, è necessario assicurarsi che, una volta creato e scaricato il documento da firmare, esso non subisca ulteriori salvataggi. Ad esempio è necessario che non si salvi con nome e/o che non vengano effettuate operazioni di &quot;copia e incolla&quot;.</p><p>Tali azioni, infatti, determinerebbero una modifica della natura del file, rendendolo inaccettabile dalla piattaforma.</p><p>Ti suggeriamo quindi di eliminare il documento firmato che genera errore e, a partire dall&#39;allegato in PDF generato dalla piattaforma, ripetere la procedura seguendo le indicazioni.</p><p> </p><p>Per poter caricare correttamente il file è necessario: </p><p>• non rinominare il file PDF </p><p>• firmare digitalmente il file scaricato (senza modificare o scannerizzare) &quot;Rinuncia al finanziamento&quot; </p><p>• il file caricato sia in formato P7M (CADES) sia in formato PADES</p><p>• il file caricato corrisponda all’ultima versione scaricata; </p><p>• sia presente la firma digitale; </p><p>• la firma digitale sia quella del rappresentante legale. </p><p>Ti ringraziamo per la collaborazione, e ti ricordiamo che la generazione del documento pdf potrebbe non essere instantanea.</p><p><br></p><p>Infine, ti ricordiamo di indicare testualmente la motivazione della rinuncia tra quelle proposte precedentemente dalla piattaforma e che riportiamo di seguito:</p><p> </p><p>Errata composizione del pacchetto</p><p>Dati della PA errati</p><p>[FAKE_INDIRIZZO] non più interessata al finanziamento</p><p>Altro (aggiungere anche dettaglio motivazione max 255 caratteri)</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000ZGNUaQAP/view
[Case],5007Q00000ZGNXJQA5,01152976,Amministrazione,Altro - Servizi Aggiunti,Erogazione delle risorse,,Misura 1.2 Cloud - firma digitale,"Si sta cercando di ricaricare il file firmato digitalmente dal [FAKE_INDIRIZZO], ma il portale segnala che ""la firma sul documento non è valida per scadenza temporale o certificato scaduto"", nonostante il certificato sia valido ed il file sia stato firmato a brevissima distanza di tempo (pochi minuti) dal momento in cui è stato scaricato. Si chiede assistenza.",,,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000ZGNXJQA5/view
[Case],5007Q00000ZGNacQAH,01152983,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Controlli,1.4.1 Esperienza dei servizi pubblici,Progetto rinnovo sito scolastico,"Si chiede cortesemente  che il progetto venga posto in stato di ""parziale"" al fine di poter apportare correzione al fine di  correggere l'indicazione del fornitore","<p>[FAKE_PERSON], grazie per averci contattato. Ti informiamo che il progetto è stato sbloccato per permettere le modifiche richieste.</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000ZGNacQAH/view
[Case],5007Q00000ZGNgaQAH,01152991,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Upload di documenti,1.2 Abilitazione e facilitazione migrazione al Cloud,documento di rinuncia impedimento invio,"dopo aver registrato la nuova dirigente, scarico il file di rinuncia, lo ricarico firmato digitalmente, il sistema risponde: Attenzione, la firma sul documento non è valida per scadenza temporale o certificato scaduto. Modificala e carica l'ultima versione del documento. Cosa si deve fare ancora?","<p>[FAKE_PERSON], grazie per averci contattato.</p><p>Preso atto dell’impossibilità di sottomettere la richiesta di rinuncia firmata digitalmente ti preghiamo, al fine di risolvere il blocco riscontrato, di aprire una nuova richiesta di assistenza menzionando la misura e indicando testualmente la motivazione della rinuncia tra quelle proposte precedentemente dalla piattaforma e che riportiamo di seguito:</p><ul><li>Errata composizione del pacchetto</li><li>Dati della [FAKE_INDIRIZZO]>[FAKE_INDIRIZZO] non più interessata al finanziamento</li><li>Altro (aggiungere anche dettaglio motivazione max 255 caratteri)</li></ul><p><br></p>","Al fine di poter rinunciare al progetto per errata composizione del pacchetto,dopo aver registrato la nuova dirigente, scarico il file di rinuncia, lo ricarico firmato digitalmente, il sistema risponde: Attenzione, la firma sul documento non è valida per scadenza temporale o certificato scaduto. Modificala e carica l'ultima versione del documento. Cosa si deve fare ancora","<p><span style=""font-family: Calibri, Arial; font-size: 11pt; color: rgb(0, 0, 0);"">Gentile </span><span style=""font-size: 14px; background-color: rgb(255, 255, 255);"">Giuseppe</span><span style=""font-family: Calibri, Arial; font-size: 11pt; color: rgb(0, 0, 0);"">, grazie per averci contattato. Affinchè si possa completare correttamente la procedura di caricamento dell&#39;allegato firmato digitalmente, è necessario assicurarsi che, una volta creato e scaricato il documento da firmare, esso non subisca ulteriori salvataggi. Ad esempio è necessario che non si salvi con nome e/o che non vengano effettuate operazioni di &quot;copia e incolla&quot;.  Tali azioni, infatti, determinerebbero una modifica della natura del file, rendendolo inaccettabile dalla piattaforma.  Ti suggeriamo quindi di eliminare il documento firmato che genera errore e, a partire dall&#39;allegato in PDF generato dalla piattaforma, ripetere la procedura seguendo le indicazioni.</span></p>",https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000ZGNgaQAH/view
[Case],5007Q00000ZGNhEQAX,01152992,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Upload di documenti,1.4.3 Adozione appIO,Errore nel caricamento del contratto durante la fase di contrattualizzazione,"[FAKE_INDIRIZZO], abbiamo provato a caricare il contratto in formato P7M durante la fase di contrattualizzazione con il fornitore ma continua a presentare l'errore ""Attenzione: il contratto inserito non contiene una firma valida"" nonostante il contratto sia correttamente firmato e verificato. In allegato l'errore durante il caricamento.","<p>[FAKE_PERSON], grazie per averci contattato.</p><p>Ti chiediamo gentilmente di rispondere alla presente segnalazione, specificando i servizi oggetto di fornitura a cui associare ogni contratto , la ragione sociale del fornitore/soggetto realizzatore e la relativa data di contrattualizzazione. Dopo aver ricevuto questa informazione provvederemo ad inserire in piattaforma il contratto associandolo al relativo/i servizio/i</p>","[FAKE_INDIRIZZO],
di seguito i dettagli della fornitura:

Misura 1.4.3 ""Adozione APP IO""
Ragione sociale soggetto realizzatore: GRAFICHE E. GASPARI SRL
P.IVA soggetto realizzatore: [FAKE_PARTITA_IVA]
C.F. soggetto realizzatore: [FAKE_PARTITA_IVA]
[FAKE_INDIRIZZO] sede legale soggetto realizzatore: VIA MINGHETTI 18
[FAKE_INDIRIZZO] soggetto realizzatore: GRANAROLO [FAKE_PERSON]
[FAKE_INDIRIZZO] soggetto realizzatore: [FAKE_INDIRIZZO]
[FAKE_INDIRIZZO] soggetto realizzatore: EMILIA ROMAGNA

ANAGRAFICA TITOLARI EFFETTIVI:
Nome: TERESA
[FAKE_INDIRIZZO]: [FAKE_PERSON]: [FAKE_PERSON] assegnate al soggetto realizzatore:
1 Comunicazioni Mense Scolastiche
2 Comunicazioni spettacoli teatrali Teatro Comunale [FAKE_PERSON]
3 Comunicazioni Fiere e Mercati
4 Ragioneria generale
5 [FAKE_INDIRIZZO]
[FAKE_INDIRIZZO]
7 Avviso ritiro documento
8 Tutela Ambientale

Data di contrattualizzazione: 25/10/2023

Si allegano contratto e determina di affidamento. Grazie.",<p>Gentile Adele.</p><p>Abbiamo provveduto a caricare il contratto da te fornito per i servizi indicati. Puoi ora procedere con il completamento della fase di contrattualizzazione fornitori.</p>,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000ZGNhEQAX/view
[Case],5007Q00000ZGNhYQAX,01152993,Implementazione e sviluppo progetto,Altro - Servizi Aggiunti,Implementazione del progetto e dei servizi,1.4.3 Adozione appIO,Richiesta date attivazione servizi,Buongiorno La presente per chiedere se è possibile avere l'elenco delle date di attivazione dei servizi di notifica nell'app IO del [FAKE_INDIRIZZO]. Grazie [FAKE_PERSON] saluti,"<p>Gentile Luca, grazie per averci contattato.</p><p>Come da contatto telefonico, ti informiamo che non possiamo fornirti l&#39;informazione richiesta. Per verificare le date di attivazione dei servizi ti invitiamo a rivolgerti all&#39;intermediario/partner tecnologico. </p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000ZGNhYQAX/view
