_,Id,CaseNumber,Ambito__c,Categoria__c,Dettaglio_richiesta__c,Misura__c,Subject,Description,Risoluzione__c,Commenti_Ente__c,Ulteriori_informazioni_a_supporto__c,url
[Case],5007Q00000P8Ik2QAF,01132302,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Variazioni e rinunce,1.4.3 Adozione PagoPA e AppIO,Territorio - Ricandidature alla nuova misura 143 con contrattualizzazione conclusa,"[FAKE_INDIRIZZO], alcuni comuni hanno necessità di rinciare all'attuale finanziamento e ricandidarsi sulla nuova misura per ripulire la domanda da errori nella scelta dei servizi. Hanno già fatto la contrattualizzazione con il fornitore. Possono rinunciare e ricandidarsi? Se sì, come procedono con la gestione dei contratti già sottoscritti con i fornitori? Grazie",,,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000P8Ik2QAF/view
[Case],5007Q00000P8J7jQAF,01132303,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Contrattualizzazione fornitori,1.4.4 Adozione identità digitale,Caricamento contratto in piattaforma,"[FAKE_INDIRIZZO], sto per caricare il contratto tra soggetto attuatore ed esecutore e ho due domande da porre:","[FAKE_PERSON], grazie per averci contattato. Ti informiamo chela data da inserire è quella relativa al perfezionamento del contratto, pertanto dell&#39;ultima firma apposta.
Ti nella sezione dei contratti non ci sono limiti sul numero degli allegati caricabili.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000P8J7jQAF/view
[Case],5007Q00000P8JHUQA3,01132306,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Variazioni e rinunce,1.4.1 Esperienza dei servizi pubblici,[FAKE_INDIRIZZO] progetto,"[FAKE_INDIRIZZO], si segnala che nella scrivania rimane attivo l'alert (che si allega) riguardo alla modifica del progetto nonostante, a seguito dell'istanza di modifica, si sia contrattualizzato indicando effettivamente il servizio corretto. E' normale? 

Grazie","[FAKE_PERSON], grazie per averci contattato. Ti informiamo che la richiesta di “Modifica Progetto” che trovi sulla scrivania compare successivamente all’istanza di modifica effettuata. Si tratta di un promemoria al fine di procedere con i successivi adempimenti necessari in piattaforma per l’implementazione del Progetto (caricamento del contratto relative al nuovo servizio o inserimento di documenti di rettifica ai precedenti contratti inseriti). Ti informiamo che la scheda resterà visibile in scrivania per 30 giorni. Pertanto se hai già provveduto non sarà necessario compiere ulteriori azioni.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000P8JHUQA3/view
[Case],5007Q00000P8JKOQA3,01132307,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Contrattualizzazione fornitori,1.2 Abilitazione e facilitazione migrazione al Cloud,Mancata possibilità di inserire un soggetto realizzatore,"Dopo aver compilato tutti i campi relativi alla scheda relativa al soggetto realizzatore, non si attiva il pulsante ""aggiungi"". Faccio presente che invece nei primi tentativi in cui avevo omesso di compilare la scheda 6, il pulsante invece era attivo, solo che, cliccandoci sopra. il sistema mi restituiva un messaggio di errore. Chiedo di sapere come fare per procedere. Vi sarei grato se potessi ricevere un supporto telefonico.","[FAKE_PERSON], grazie per averci contattato. Ti invitiamo a verificare la correttezza dei dati inseriti nei campi relativi al soggetto realizzatore con particolare attenzione al codice fiscale. Nel caso perdurasse il blocco ti invitiamo cortesemente a inviarci una schermata che evidenzi i suddetti dati",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000P8JKOQA3/view
[Case],5007Q00000P8JbaQAF,01132309,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Candidatura,Nessuno,Proceedura variazione Rappresentante Legale,"Spett.Le Ufficio buongiorno,
si contatta dal [FAKE_INDIRIZZO] di [FAKE_INDIRIZZO]; il prossimo 14 e 15 maggio 2023 si voterà per le elezioni comunali nel [FAKE_INDIRIZZO] per eleggere il nuovo sindaco, al riguardo si chiede quali siano le procedure da seguire per la variazione e comunicazione del Rappresentante Legale dell'Ente e quali siano i documenti da allegare.
Il [FAKE_INDIRIZZO] ha diversi progetti da portare avanti.
Nel ringraziare porgo 
Distinti [FAKE_PERSON]","[FAKE_PERSON], grazie per averci contattato.
La piattaforma precarica i dati dell&#39;amministrazione presenti nella banca dati IPA. Se si riscontrano inesattezze nei dati della [FAKE_INDIRIZZO] visualizzati, è necessario modificarli su IPA ( https://indicepa.gov.it/ipa-portale/ ). L’aggiornamento è a carico dell&#39;ente ed è bene ricordare che per visualizzare su [FAKE_INDIRIZZO] digitale 2026 i dati aggiornati a seguito di modifiche su IPA, potrebbero essere necessarie fino a 48 ore. In caso di problemi si prega di contattare IPA via PEC.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000P8JbaQAF/view
[Case],5007Q00000P8JcnQAF,01132310,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Rendicontazione e documenti giustificativi,,RICHIESTA CHIARIMENTI SU CERTIFICAZIONE DNSH CHE LA STAZIONE APPALTANTE DEVE RICEVERE DAL FORNITORE,"In riferimento all'oggetto si chiede di sapere se la certificazione in oggetto può essere desunta dalla documentazione che il fornitore fa pervenire ( possesso ISO 14001:2015 necessaria per risultare conforme al principio DNSH) o se invece trattasi di specifica attestazione rilasciata da Ente preposto. Al riguardo un'Azienda intende fornirci una dichiarazione che i prodotti sono rispondenti (conformi) ai C.A.M. , allegando alla stessa le certificazioni relative (C.A.M. 4.1.4. COV. - C.A.M. EX 3.2.1.e altro). E' sufficiente? L'attestazione della ditta che documenta di rispettare i Criteri Ambientali Minimi può essere sostitutiva ovvero soddisfare la certificazione DNSH.",,,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000P8JcnQAF/view
[Case],5007Q00000P8Jf8QAF,01132312,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Variazioni e rinunce,1.4.4 Adozione identità digitale,Richiesta variazione attività SPID,"Con la presente si richiede la possibilità di modificare l'attività relativa allo SPID in quanto in fase di adesione alla misura 1.4.4 è stato erroneamente indicato lo SPID come attività avviata dopo il 1° febbraio 2020 con risorse proprie anzichè attività Non Finanziabile. Chiediamo quindi se la tale procedura di variazione è sufficiente ai fini della positiva asseverazione o se è necessario attuare una procedura differente, e se sì quale.
Alleghiamo dichiarazione attestante quanto richiesto.","Gentile [FAKE_PERSON], grazie per averci contattato.
Ti ricordiamo che la candidatura in stato &quot;Finanziata&quot; non è modificabile e non è, pertanto, possibile aggiungere e/o sostituire e/o rimuovere uno o più servizi.
Ti informiamo inoltre che non è possibile accedere al finanziamento previsto dall&#39;Avviso riferito alla Misura 1.4.4, nel caso in cui l&#39;ente abbia partecipato a Fondo Innovazione. Nel caso sia presente in candidatura un servizio non finanziabile (nel tuo caso SPID) è necessario rinunciare al finanziamento, tramite la funzionalità &quot;Progetti&quot;, cliccando sul tasto &quot;Rinuncia al progetto&quot;.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000P8Jf8QAF/view
[Case],5007Q00000P8JnvQAF,01132315,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Notifiche e mail,Nessuno,INDIRIZZO PEC DEL [FAKE_INDIRIZZO] DI [FAKE_INDIRIZZO],"[FAKE_INDIRIZZO],  con la presente chiediamo di sostituire la PEC  ""[FAKE_EMAIL]"" con quella corretta presente all'IPA ""[FAKE_EMAIL] "" , grazie.
[FAKE_PERSON] saluti","[FAKE_PERSON], grazie per averci contattato.  Abbiamo provveduto ad aggiornare l&#39;indirizzo PEC del tuo ente come richiesto.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000P8JnvQAF/view
[Case],5007Q00000P8KC2QAN,01132317,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Contrattualizzazione fornitori,1.4.3 Adozione PagoPA e AppIO,assegnazione attivita,io ho assegnato tutte le attivita' a siscom  mettendo il flag assegna tutte ma mi da assegnate 30/31 per cui non posso inserire il contratto,"[FAKE_PERSON], grazie per averci contattato. A seguito dell&#39;istanza di modifica è necessario implementare il nuovo servizio inserito in sostituzione di quello deprecato. Da verifiche effettuate, infatti, il nuovo servizio non risulta assegnato ad alcun soggetto realizzatore e collegato ad alcun contratto. Ti preghiamo di aggiornare i dati relativi alla contrattualizzazione e verificare successivamente se la piattaforma registra correttamente i dati.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000P8KC2QAN/view
[Case],5007Q00000P8KOmQAN,01132319,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Candidatura,1.4.3 Adozione PagoPA e AppIO,Non si attiva il pulsante AVANTI pertanto è impossibile inviare la candidatura,"Buongiorno,

ho utilizzato 4 browser diversi e si presenta sempre lo stesso priblema.","Gentile [FAKE_PERSON], grazie per averci contattato
 Da verifiche effettuate non risulta inserito lo stato attività ai seguenti servizi selezionati:
Commissioni Pubblici Spettacoli;
Polizia mortuaria;
Ti ricordiamo che, in fase di configurazione del pacchetto pagoPA, è necessario indicare lo &quot;stato di attività&quot; per tutti i servizi selezionati.
Ti invitiamo ad effettuare questa verifica al fine di proseguire con la candidatura",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000P8KOmQAN/view
[Case],5007Q00000P8KdjQAF,01132327,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Variazioni e rinunce,1.2 Abilitazione e facilitazione migrazione al Cloud,MISURA 1.2 E MISURA 1.4.1 - RICHIESTA MODIFICA STATO ATTIVITA',[FAKE_INDIRIZZO] RICHIESTA MODIFICA STATO ATTIVITA' PER LA MISURA 1.2 E LA MISURA 1.4.1,"[FAKE_PERSON], grazie per averci contattato. Ti infomiamo che puoi procedere autonomamente  ad inserire questo documento in piattaforma. Ti invitiamo ad accedere alla sezione &quot;I tuoi progetti&quot;, cliccare sul progetto di tuo interesse e nella sezione “Ulteriori documenti allegati” caricare un documento che indichi la caratteristica attuativa corretta, sottoscritto dal Rappresentante Legale dell&#39;Ente.
Ti ricordiamo che discriminante per la caratteristica attuativa (&quot;da avviare&quot; oppure &quot;già avviato&quot;) è la data di sottomissione della candidatura e che la validità della documentazione potrà essere accertata esclusivamente in fase di asseverazione formale e controlli a campione.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000P8KdjQAF/view
[Case],5007Q00000P8KjGQAV,01132323,Implementazione e sviluppo progetto,Altro - Servizi Aggiunti,Implementazione del progetto e dei servizi,1.4.3 Adozione PagoPA e AppIO,Territorio - Comune di [FAKE_INDIRIZZO],"L'Ente c_e003 era convinto di aver candidato 47 servizi mentre in realtà ne risultano 89: 47 indicati come ""Da avviare"" e gli altri 42 con stato NULL. Inoltre, il comune ha 26 servizi attivati tutti in date ammissibili già presenti al momento della candidatura, e la candidatura  è inspiegabile: ad es. il servizio Mense scolastiche (attivato il 9/11/2021) risulterebbe da avviare e selezionato, Sanzioni Amministrative (attivato il 30/11/2021) non è selezionato, [FAKE_INDIRIZZO] e verbali (attivato il 30/12/2021) risulta selezionato ma senza indicazione avviato/da avviare (quindi NULL). La candidatura è di giugno 2022 quando la piattaforma era incompleta. Come può correggere?",,,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000P8KjGQAV/view
[Case],5007Q00000P8KwrQAF,01132331,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Candidatura,1.4.3 Adozione PagoPA e AppIO,Errore piattaforma in candidatua,"Buongiorno, sto confermando la candidatura (fase4) ma escono 2 errori: ""impossibile salvare la bozza"" e ""è necessario ritornare alla configurazione del pacchetto ed eliminare le voci errate"". la bozza risulta salvata e la candidatura non ha voci errati. non posso proseguire. Come posso procedere? Grazie. [FAKE_PERSON] saluti.","[FAKE_PERSON], grazie per averci contattato.
Da verifiche non sono presenti voci errate, pertanto ti invitiamo a completare la configurazione dei servizi indicati al fine di procedere correttamente con la candidatura.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000P8KwrQAF/view
[Case],5007Q00000P8LCUQA3,01132328,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Contrattualizzazione fornitori,1.2 Abilitazione e facilitazione migrazione al Cloud,Aggiunta fornitore e modifica,"[FAKE_INDIRIZZO], abbiamo inserito tutte e 14 le attività su [FAKE_INDIRIZZO]. Invece sono 13 perchè la polizia municipale deve essere contrattualizzata con un altro fornitore Come posso modificare questa situazione?","Gentile [FAKE_PERSON], grazie per averci contattato. Ti informiamo che in piattaforma è possibile tornare allo step 3 &quot;Caricamento contratti&quot; e modificare la documentazione inserita, fermo restando il rispetto del cronoprogramma.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000P8LCUQA3/view
[Case],5007Q00000P8LdhQAF,01132333,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Variazioni e rinunce,1.4.1 Esperienza dei servizi pubblici,Misura 1.4.1. - Richiesta di sostituzione di un servizio,"[FAKE_INDIRIZZO], noi, del [FAKE_INDIRIZZO] di [FAKE_INDIRIZZO] abbiamo richiesto i seguenti servizi per la Misura 1.4.1.: 1. richiedere l’accesso agli atti 2. richiedere di permesso di occupazione solo pubblico 3. richiedere una pubblicazione di matrimonio 4. pagare tributi IMU sito internet* (paccetto cittadino informato) Siccome il servizio “pagare tributi IMU” non può essere realizzato dal [FAKE_INDIRIZZO], Le chiedo gentilmente di sostituire tale servizio con “richiedere permesso per parcheggio invalidi”. Grazie in anticipo per il [FAKE_INDIRIZZO] sostegno. Distinti saluti, [FAKE_PERSON] [FAKE_INDIRIZZO] di [FAKE_INDIRIZZO]","Gentile Roland, grazie per averci contattato. Ti ricordiamo che la candidatura in stato &quot;Finanziata&quot; non è modificabile e non è, pertanto, possibile aggiungere e/o sostituire e/o rimuovere uno o più servizi. Inoltre l&#39;erogazione del contributo è prevista solo ed esclusivamente nel caso in cui l’ente abbia rispettato integralmente quanto indicato in fase di adesione. Il mancato raggiungimento, anche parziale, degli obiettivi previsti dell&#39;investimento ammesso a finanziamento è motivo di revoca del finanziamento intero.
Infine ti segnaliamo che è comunque possibile annullare la pratica, anche a seguito dell&#39;emissione del decreto di finanziamento, tramite la funzionalità &quot;Progetti&quot;, cliccando sul tasto &quot;Rinuncia al progetto&quot;. Ti invitiamo pertanto a fare le opportune valutazioni del caso, anche chiedendo supporto all&#39;account manager della tua area territoriale, raggiungibile tramite il [FAKE_INDIRIZZO] che segue: https://padigitale2026.gov.it/team-territoriali",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000P8LdhQAF/view
