_,Id,CaseNumber,Ambito__c,Categoria__c,Dettaglio_richiesta__c,Misura__c,Subject,Description,Risoluzione__c,Commenti_Ente__c,Ulteriori_informazioni_a_supporto__c,url
[Case],5007Q00000LXydqQAD,01121333,Amministrazione,Altro - Servizi Aggiunti,Servizi e Interventi finanziabili,1.2 Abilitazione e facilitazione migrazione al Cloud,Richiesta chiarimenti  - [FAKE_INDIRIZZO],"L'[FAKE_INDIRIZZO] ha proceduto alla migrazione al cloud per diversi ambiti amministrativi utilizzando, a seguito di autorizzazione,  i fondi erogati per il funzionamento generale dall'[FAKE_INDIRIZZO] locale. Si intende procedere alla candidatura del progetto in oggetto per accedere al rimborso delle spese già sostenute nell'esercizio 2022 . Si rileva però una  incongruenza nella dichiarazione da sottoscrivere relativamente al seguente punto  nel punto in cui si deve dichiarare  "" il progetto presentato non è finanziato da altri fondi pubblici, nazionali, regionali o europei e rispetta il principio di addizionalità del sostegno dell’Unione europea previsto dall’art. 9 del Regolamento (UE) 2021/241"". Si rimane in attesa di urgente riscontro considerata l'imminente scadenza. Distinti saluti.","[FAKE_PERSON], grazie per averci contattato. 
Ti informiamo che i fondi per il funzionamento ordinario della scuola non costituiscono doppio finanziamento.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000LXydqQAD/view
[Case],5007Q00000LXyetQAD,01121336,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Malfunzionamento della Piattaforma,1.2 Abilitazione e facilitazione migrazione al Cloud,CARICAMENTO ASSEGNAZIONE ATTVITA' - PROGETTO ABILITAZIONE AL CLOUD,"Nella fase dell'Assegnazione delle attività non si riesce a caricare l'elenco dei servizi, in quanto non è selezionabile alcuna voce dal menù a tendina del Soggetto Erogatore. E' possibile selezionare i servizi, ma l'operazione non viene conclusa.","[FAKE_PERSON], grazie per averci contattato.
Ti informiamo che, al fine di procedere con l&#39;assegnazione delle attività, il soggetto realizzatore, se unico, deve essere indicato sia come &quot;Erogatore del servizio&quot; che come &quot;Cloud Service Provider qualificato&quot;. Pertanto, per indicare un soggetto realizzatore come &quot;Cloud Service Provider qualificato&quot;, è necessario tornare al tab relativo ai &quot;soggetti realizzatori&quot; cliccando più volte sul tab in questione e attendendo il caricamento della pagina. Quindi se il soggetto realizzatore è unico è corretto identificarlo sia come soggetto erogatore che come Cloud Service Provider qualificato.","Non ci da nessuna voce da selezionare all'interno del tab ""soggetto realizzatore"", mentre ci fa scegliere il provider qualificato.","[FAKE_PERSON], ti informiamo che, da verifiche effettuate, le attività risultano regolarmente assegnate e la problematica riscontrata risolta",https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000LXyetQAD/view
[Case],5007Q00000LXygpQAD,01121339,Implementazione e sviluppo progetto,Altro - Servizi Aggiunti,Strategia di Migrazione,Nessuno,Obbligatorietà della presentazione del Piano di migrazione,"[FAKE_INDIRIZZO], come ateneo abbiamo effettuato la classificazione dati e servizi che, attualmente, risultano già in cloud, in gran parte presso la società in house CINECA, in minima parte fruibili in modalità SaaS presso altri fornitori. Non avendo altri servizi da migrare, immagino che non siamo obbligati a presentare un Piano di migrazione specifico. Lo chiedo, perché nella mia dasboard mi compare com attività da fare entro il 28 febbraio. [FAKE_PERSON] - RTD Università degli Studi del Sannio","[FAKE_PERSON], grazie per averci contattato.
L&#39;Ente deve indicare tutti i servizi che alla data di presentazione del piano di migrazione deve migrare nel rispetto dell&#39;obbligo indicato all&#39;articolo 33-septies. Se alla data di presentazione del piano di migrazione e in base alla classificazione dei dati e servizi effettuata, l&#39;Amministrazione dovesse riscontrare di non dover migrare dati e servizi in quanto già migrati precedentemente verso il PSN o data center adeguati / soluzioni cloud qualificate rispetto ai requisiti del Regolamento Cloud AgID del 15 dicembre 2021 e della Determina 307 ACN del 18 gennaio 2022 e a quanto previsto dal Decreto ACN del 2 gennaio 2023, tali dati e servizi non devono essere inseriti nel Piano di migrazione.","Grazie per la risposta. Quindi, se capisco bene, in assenza di servizi da migrare non sono obbligato a presentare il Piano di migrazione; o devo presentarlo lo stesso indicando che non ho servizi da migrare? Lo chiedo perché la Vs gentile risposta, nella parte finale, mi ha insinuato questo dubbio.","[FAKE_PERSON], grazie per averci contattato. Precisiamo che se alla data di presentazione del piano di migrazione e in base alla classificazione dei dati e servizi effettuata, l&#39;Amministrazione dovesse riscontrare di non dover migrare dati e servizi in quanto già migrati come illustrato nella risposta precedente, tali dati e servizi non devono essere inseriti nel piano di migrazione che, pertanto, non dovrà essere inviato.",https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000LXygpQAD/view
[Case],5007Q00000LXyj0QAD,01121343,Amministrazione,Altro - Servizi Aggiunti,Contenuti dell’avviso,Nessuno,PIANO MIGRAZIONE CLOUD,"Con riferimento alla scadenza prevista per il 28 febbraio prossimo relativa alla compilazione del piano di migrazione in cloud dei servizi dell'Ente, posto che il [FAKE_INDIRIZZO] di [FAKE_INDIRIZZO] ha già provveduto alla migrazione della totalità dei propri server in adesione al bando regionale veneto ""Agire per la cittadinanza digitale"" e non ha partecipato all'Avviso pubblico finanziato dai fondi PNRR chiedo cortesemente quali siano le modalità di redazione.","Gentile [FAKE_PERSON], grazie per averci contattato. L&#39;Ente deve indicare tutti i servizi da migrare alla data di presentazione del piano di migrazione, nel rispetto dell&#39;obbligo indicato all&#39;articolo 33-septies. Se alla data di presentazione del piano di migrazione e in base alla classificazione dei dati e servizi effettuata, l&#39;amministrazione dovesse riscontrare di non dover migrare alcuni dati e servizi - in quanto già migrati precedentemente verso il PSN o data center adeguati / soluzioni cloud qualificate in base ai requisiti del Regolamento Cloud AGID del 15 dicembre 2021, della Determina 307 ACN del 18 gennaio 2022 e a quanto previsto dal Decreto ACN del 2 gennaio 2023 - tali dati e servizi non dovranno essere inseriti nel piano di migrazione.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000LXyj0QAD/view
[Case],5007Q00000LXyn7QAD,01121348,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Variazioni e rinunce,1.2 Abilitazione e facilitazione migrazione al Cloud,Modifica della richiesta,"[FAKE_PERSON] riceventi, alcuni enti ci stanno segnalando che in fase di compilazione della domanda sulla misura 1.2 hanno inserito alcuni servizi come da avviare mentre erano stati avviati dopo il 1/2/2020. Questi soggetti possano modificare l'istanza presentata cambiando la modalità ""da avviare"" in ""avviata a decorrere dal 1 febbraio 2020"" o devono rinunciare al finanziamento? Grazie",,,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000LXyn7QAD/view
[Case],5007Q00000LXysWQAT,01121359,Implementazione e sviluppo progetto,Altro - Servizi Aggiunti,Classificazione Dati,1.2 Abilitazione e facilitazione migrazione al Cloud,RIAPERTURA CLASSIFICAZIONE,"il nostro istituto desidera scegliere  i nuovi servizi da migrare , vista la possibilità di completare e inviare nuovamente  il nostro piano di migrazione al cloud,  ma la piattaforma non permette  tale procedura perchè è chiusa la classificazione.","Gentile [FAKE_PERSON], grazie per averci contattato.
Come da contatto telefonico intercorso, si riporta di seguito quanto richiesto:
Ti informiamo che per richiedere l’annullamento dell’istanza dovrai inviare una PEC all’ACN all’indirizzo [FAKE_EMAIL] in cui chiedi l’annullamento dell’istanza specificandone la motivazione.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000LXysWQAT/view
[Case],5007Q00000LXytAQAT,01121360,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Contrattualizzazione fornitori,1.4.5 Digitalizzazione degli avvisi pubblici,"documenti per rispetto scadenza ""contrattualizzazione operatore economico""","Il nostro Ente sta avviando una gara per i servizi della [FAKE_INDIRIZZO], tra i quali rientrano anche i (due) servizi previsti dalla misura 1.4.5 PND. La determina di aggiudicazione della gara (che riporta il fornitore selezionato), più eventuale documento di avvio in urgenza della attività contrattuali, sono documenti sufficienti al fine di rispettare la scadenza di contrattualizzazione per la candidatura alla misura 1.4.5 PND?","[FAKE_PERSON], grazie per averci contattato.
Ti confermiamo che, in caso di contratti per i quali l&#39;importo a base di gara per l&#39;affidamento e l&#39;esecuzione dei lavori, servizi e forniture sia al di sotto delle soglie di rilevanza comunitaria (cd sotto soglia), è possibile allegare in fase di rendicontazione, a titolo di contratto con il fornitore, la determina di aggiudicazione.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000LXytAQAT/view
[Case],5007Q00000LXytKQAT,01121361,Implementazione e sviluppo progetto,Altro - Servizi Aggiunti,Strategia di Migrazione,1.2 Abilitazione e facilitazione migrazione al Cloud,SCADENZA CLOUD 28/02/2023 - URGENTE,"Visto l'art. 10 del Regolamento AGID che al comma 3 recita ""Le amministrazioni, anche ai fini della verifica degli obblighi previsti dall’articolo 33-septies del D.L.179/2012, trasmettono i piani di migrazione al DTD e all’AgID, mediante una piattaforma dedicata messa a disposizione dallo stesso DTD, entro il 28 febbraio 2023"". Considerato che nella sezione ""Cloud"" (sito PADIGITALE) si dice che il piano di migrazione può essere integrato...si rappresenta quanto segue: Questo [FAKE_INDIRIZZO] nella suddetta sezione ha la propria candidatura risultante in ""verifica"" e non ha la possibilità di accedere all'integrazione. Se questo stato di ""verifica"" permane oltre il 28/02/2023 con impossibilità di integrare il piano di migrazione, cosa succede? O forse non mi è chiaro cosa scade il 28/02/2023? Grazie e scusate per la confusione, ma sinceramente non è che abbia capito molto di tutto questo...lo vedo poco chiaro.","[FAKE_PERSON], grazie per averci contattato. Ti suggeriamo di inviare una PEC al dipartimento [FAKE_EMAIL] indicando l&#39;impossibilità di completare il piano di migrazione entro la data di scadenza.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000LXytKQAT/view
[Case],5007Q00000LXyvBQAT,01121363,Amministrazione,Altro - Servizi Aggiunti,Servizi e Interventi finanziabili,1.2 Abilitazione e facilitazione migrazione al Cloud,modifica tipologia stato servizio,"salve, abbiamo presentato la nostra richeista includendo il servizio SUED come attività da avviare il giorno 23/02/2023. il giorno 02/02/2023 il responsabile del SUE ha adottato una determina di affidamento per tale servizio, senza che ne fossimo a conoscenza, senza il CUP che tra l'altro non avevamo perchè la domanda è stata accettata il 10/02/2023. L'ammissione è avvenuta il 14/02/2023 e contestualmente abbiamo inserito il CUP. Come ci dobbiamo comportare? dobbiamo richeidere la modifica dello stato da ""avviare"" a ""già avviata"" oppure dobbiamo ritirare in autotutela l'atto di affidamento? Alleghiamo l'atto in questione","Gentile Luca, grazie per averci contattato. Se è stato commesso un errore relativo all’indicazione della caratteristica attuativa di uno o più servizi (da avviare e non già avviato o viceversa), ti informiamo che puoi rispondere a questa segnalazione o aprire una nuova richiesta di supporto da area privata, allegando un PDF contenente la rettifica del caso, ovvero segnalandoci la caratteristica attuativa corretta, sottoscritto dal Rappresentante Legale dell&#39;Ente.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000LXyvBQAT/view
[Case],5007Q00000LXyvLQAT,01121364,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Rendicontazione e documenti giustificativi,1.2 Abilitazione e facilitazione migrazione al Cloud,scheda DNSH CLOUD,"Abbiamo necessità di caricare nuova documentazione relativamente alle schede DNSH, ma non ci è chiaro il procedimento di caricamento. attendiamo vostre precisazioni.","Gentile Roberta, grazie per averci contattato.
Una volta concluse le verifiche relative all&#39;asseverazione del progetto, potrai aggiornare o verificare l’autodichiarazione di conformità al DNSH nello &quot;Step 5&quot; (richiesta di finanziamento) nella scheda relativa all&#39;autodichiarazione di conformità al DNSH.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000LXyvLQAT/view
[Case],5007Q00000LXywFQAT,01121383,Amministrazione,Altro - Servizi Aggiunti,[FAKE_PERSON] e scadenze di realizzazione degli interventi,1.4.1 Esperienza dei servizi pubblici,Termine entro il quale consegnare fornitura  misura 1.4.1 ai comuni,"[FAKE_INDIRIZZO], ma mia azienda ha ottenuto incarico da un comune entro il 15 febbraio, termine ultimo per la contrattualizzazione. Non ricordo bene la data, ma di certo l'incarico è arrivato tra il 10 ed il 14 febbraio 2023. Adesso il segretario ci comunica che le attività devono essere concluse entro maggio 2023 mandandoci anche schermata dalla loro area riservata da dove si evincono 81 gg rimanenti. Ma in allegato 2 dell'avviso è specificato massimo 9 mesi (270 giorni) per la conclusione delle attività ""a partire dalla data di contrattualizzazione del fornitore"". Come si spiega? Grazie",,,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000LXywFQAT/view
[Case],5007Q00000LXyzXQAT,01121369,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Contrattualizzazione fornitori,1.4.3 Adozione PagoPA e AppIO,Richiesta informazioni.,"In sede di contrattualizzazione, dicembre 2022, abbiamo preso il CIG attraverso la piattaforma Smart-cig, lo stesso è stato indicato nell'acquisto sul mepa (fatto sempre in dicembre 2022). Successivamente l'ANAC con apposita delibera ha richiesto che il [FAKE_INDIRIZZO] per tali progetti va preso sulla piattaforma [FAKE_INDIRIZZO]. Chiedo informazione su come procedere. NB. allego ordine mepa, non inserito in fase di contrattualizzazione.","[FAKE_PERSON], grazie per averci contattato. 
Ti confermiamo che è necessario richiedere il [FAKE_INDIRIZZO], attraverso il [FAKE_INDIRIZZO]. 
 Si veda la Delibera n. 122 del 16 marzo 2022 dell’ANAC laddove l’Autorità ha precisato “L’Autorità acquisisce i dati relativi agli affidamenti finanziati con le risorse del PNRR e del [FAKE_INDIRIZZO] attraverso il sistema [FAKE_INDIRIZZO]. Per consentire la trasmissione dei dati e delle informazioni necessarie all’attività di monitoraggio, è sempre richiesta l’acquisizione di un CIG ordinario. …” 
Confermiamo l&#39;ammissibilità dello Smart CIG solo se acquisito in data antecedente alla Delibera n. 122 del 16 marzo 2022 dell’ANAC. In caso contrario è necessario sostituire lo SMART CIG con CIG ordinario. 
In merito alla sostituzione dello Smart CIG, ti invitiamo a rivolgerti all&#39;ente competente, ovvero ANAC.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000LXyzXQAT/view
[Case],5007Q00000LXz1xQAD,01121373,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Rendicontazione e documenti giustificativi,,[FAKE_PERSON] erogazione contributo - [FAKE_PERSON] esecuzione RUP,"[FAKE_INDIRIZZO], si chiede cortesemente se, ai fini della richiesta di erogazione del finanziamento, il Certificato di regolare esecuzione del RUP che occorre caricare sulla piattaforma deve rispettare determinati requisiti di forma e/o contenuto. Grazie",,,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000LXz1xQAD/view
[Case],5007Q00000LXzAaQAL,01121380,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Rendicontazione e documenti giustificativi,1.4.3 Adozione PagoPA e AppIO,codici di contabilità,"[FAKE_INDIRIZZO], a cosa corrispondono i 4 codici [FAKE_PHONE] da selezionare in merito alla chiusura del progetto e contestuale richiesta di erogazione del contributo? grazie.","Gentile [FAKE_PERSON], grazie per averci contattato.
Occorre scegliere il codice più opportuno in relazione all’Avviso di riferimento tra quelli disponibili nel menù a tendina:
Cod. 36 “Consulenza Informatica”;
Cod. 39 “Altre Consulenze”;
Cod. 205 “Altri fondi da ripartire”;
Cod. 277 “Manutenzione straordinaria di software”.
Ti consigliamo di selezionare il codice più attinente alle attività svolte.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000LXzAaQAL/view
